customer_id,customer_name,city,signup_date,acquisition_channel
C00544,Customer_544,Birmingham,2025-02-10,Instagram
C00545,Customer_545,Manchester,2025-01-17,Instagram
C00546,Customer_546,Luton,2025-12-10,Organic
C00547,Customer_547,London,2025-10-04,Organic
C00548,Customer_548,Birmingham,2025-11-03,Instagram
C00549,Customer_549,Manchester,2025-02-28,Instagram
C00550,Customer_550,Leeds,2026-02-27,Organic
C00551,Customer_551,Manchester,2025-07-02,Instagram
C00552,Customer_552,Leeds,2025-02-10,Referral
C00553,Customer_553,Manchester,2025-02-08,Referral
C00554,Customer_554,Manchester,2026-02-01,Email
C00555,Customer_555,Leeds,2025-07-11,Google Ads
C00556,Customer_556,Luton,2025-09-24,Google Ads
C00557,Customer_557,London,2025-05-27,Instagram
C00558,Customer_558,London,2026-01-30,Google Ads
C00559,Customer_559,Birmingham,2025-11-29,Organic
C00560,Customer_560,Birmingham,2025-05-07,Organic
C00561,Customer_561,Birmingham,2025-02-15,Google Ads
C00562,Customer_562,London,2025-02-14,Organic
C00563,Customer_563,London,2025-01-01,Google Ads
C00564,Customer_564,London,2025-06-17,Organic
C00565,Customer_565,Luton,2025-04-18,Organic
C00566,Customer_566,Manchester,2025-01-19,Instagram
C00567,Customer_567,Luton,2025-11-28,Instagram
C00568,Customer_568,Luton,2025-03-13,Instagram
C00569,Customer_569,Bristol,2026-03-21,Organic
C00570,Customer_570,London,2025-04-19,Organic
C00571,Customer_571,Manchester,2025-09-25,Instagram
C00572,Customer_572,Leeds,2026-03-21,Instagram
C00573,Customer_573,Luton,2025-08-28,Google Ads
C00574,Customer_574,Birmingham,2026-02-21,Google Ads
C00575,Customer_575,Leeds,2025-10-28,Email
C00576,Customer_576,Bristol,2025-03-31,Google Ads
C00577,Customer_577,London,2025-04-13,Google Ads
C00578,Customer_578,Bristol,2025-09-07,Instagram
C00579,Customer_579,Manchester,2025-01-08,Google Ads
C00580,Customer_580,London,2025-06-02,Google Ads
C00581,Customer_581,Manchester,2025-12-13,Google Ads
C00582,Customer_582,Bristol,2025-06-23,Referral
C00583,Customer_583,Manchester,2025-12-09,Organic
C00584,Customer_584,London,2025-06-07,Organic
C00585,Customer_585,Birmingham,2026-03-07,Google Ads
C00586,Customer_586,London,2025-08-03,Referral
C00587,Customer_587,London,2025-06-26,Organic
C00588,Customer_588,London,2025-06-24,Email
C00589,Customer_589,London,2025-12-06,Google Ads
C00590,Customer_590,London,2025-12-04,Email
C00591,Customer_591,London,2025-05-26,Email
C00592,Customer_592,Birmingham,2026-03-26,Google Ads
C00593,Customer_593,London,2025-11-20,Organic
C00594,Customer_594,London,2025-06-10,Organic
C00595,Customer_595,Leeds,2025-05-07,Organic
C00596,Customer_596,Manchester,2026-02-24,Instagram
C00597,Customer_597,Birmingham,2025-03-23,Organic
C00598,Customer_598,London,2025-05-27,Google Ads
C00599,Customer_599,London,2025-08-27,Google Ads
C00600,Customer_600,London,2026-02-16,Email
C00601,Customer_601,London,2026-02-28,Organic
C00602,Customer_602,London,2025-03-25,Organic
C00603,Customer_603,London,2025-04-23,Organic
C00604,Customer_604,London,2025-08-13,Email
C00605,Customer_605,London,2025-11-28,Instagram
C00606,Customer_606,Manchester,2026-01-13,Organic
C00607,Customer_607,London,2025-08-31,Organic
C00608,Customer_608,Luton,2025-05-23,Organic
C00609,Customer_609,Manchester,2025-02-10,Organic
C00610,Customer_610,Birmingham,2026-02-27,Email
C00611,Customer_611,London,2025-09-15,Referral
C00612,Customer_612,Leeds,2026-03-23,Google Ads
C00613,Customer_613,Birmingham,2025-10-12,Referral
C00614,Customer_614,London,2025-04-15,Organic
C00615,Customer_615,Leeds,2025-07-21,Instagram
C00616,Customer_616,Bristol,2026-03-26,Referral
C00617,Customer_617,London,2025-11-03,Google Ads
C00618,Customer_618,London,2025-11-27,Referral
C00619,Customer_619,Leeds,2025-09-23,Organic
C00620,Customer_620,Birmingham,2026-02-02,Organic
C00621,Customer_621,London,2025-07-29,Organic
C00622,Customer_622,London,2025-02-20,Google Ads
C00623,Customer_623,Luton,2025-04-28,Instagram
C00624,Customer_624,Manchester,2025-07-20,Email
C00625,Customer_625,Manchester,2026-01-12,Instagram
C00626,Customer_626,Luton,2025-02-08,Referral
C00627,Customer_627,Manchester,2025-01-28,Referral
C00628,Customer_628,Birmingham,2025-09-16,Organic
C00629,Customer_629,London,2025-03-25,Google Ads
C00630,Customer_630,London,2025-06-04,Organic
C00631,Customer_631,Birmingham,2025-04-27,Instagram
C00632,Customer_632,Leeds,2025-01-02,Email
C00633,Customer_633,Manchester,2025-04-03,Organic
C00634,Customer_634,Manchester,2025-06-15,Instagram
C00635,Customer_635,London,2026-01-22,Instagram
C00636,Customer_636,Luton,2026-02-04,Instagram
C00637,Customer_637,Manchester,2025-12-16,Google Ads
C00638,Customer_638,London,2025-10-23,Google Ads
C00639,Customer_639,London,2025-09-15,Organic
C00640,Customer_640,Luton,2025-03-22,Organic
C00641,Customer_641,London,2026-03-01,Organic
C00642,Customer_642,London,2025-09-25,Instagram
C00643,Customer_643,London,2026-02-23,Organic
C00644,Customer_644,London,2025-08-23,Referral
C00645,Customer_645,London,2025-11-17,Google Ads
C00646,Customer_646,Leeds,2025-11-07,Instagram
C00647,Customer_647,Manchester,2025-10-28,Google Ads
C00648,Customer_648,Birmingham,2025-12-23,Instagram
C00649,Customer_649,Leeds,2025-08-01,Email
C00650,Customer_650,Manchester,2025-03-03,Organic
C00651,Customer_651,London,2025-02-18,Organic
C00652,Customer_652,Manchester,2025-05-07,Referral
C00653,Customer_653,Manchester,2025-08-11,Organic
C00654,Customer_654,Birmingham,2026-02-13,Organic
C00655,Customer_655,Luton,2025-10-06,Google Ads
C00656,Customer_656,London,2026-02-12,Organic
C00657,Customer_657,London,2025-10-21,Instagram
C00658,Customer_658,Luton,2025-10-11,Organic
C00659,Customer_659,Birmingham,2025-10-04,Referral
C00660,Customer_660,Manchester,2026-03-14,Referral
C00661,Customer_661,Luton,2025-04-17,Instagram
C00662,Customer_662,Bristol,2025-05-26,Instagram
C00663,Customer_663,Manchester,2026-02-24,Referral
C00664,Customer_664,London,2025-04-09,Organic
C00665,Customer_665,London,2026-03-05,Referral
C00666,Customer_666,London,2026-01-10,Referral
C00667,Customer_667,London,2025-03-14,Instagram
C00668,Customer_668,London,2026-03-13,Instagram
C00669,Customer_669,London,2025-05-02,Organic
C00670,Customer_670,London,2025-01-30,Google Ads
C00671,Customer_671,London,2025-07-07,Referral
C00672,Customer_672,Leeds,2025-12-30,Organic
C00673,Customer_673,London,2025-12-20,Referral
C00674,Customer_674,Manchester,2025-10-15,Organic
C00675,Customer_675,Luton,2025-07-14,Organic
C00676,Customer_676,Bristol,2025-06-05,Organic
C00677,Customer_677,London,2025-06-21,Organic
C00678,Customer_678,Luton,2025-12-01,Google Ads
C00679,Customer_679,Bristol,2025-02-10,Organic
C00680,Customer_680,Leeds,2025-03-04,Email
C00681,Customer_681,Leeds,2025-01-23,Instagram
C00682,Customer_682,London,2025-12-26,Organic
C00683,Customer_683,London,2025-03-16,Instagram
C00684,Customer_684,Birmingham,2025-02-17,Referral
C00685,Customer_685,Bristol,2025-06-09,Instagram
C00686,Customer_686,Manchester,2025-11-09,Organic
C00687,Customer_687,Manchester,2025-04-28,Referral
C00688,Customer_688,London,2025-04-10,Referral
C00689,Customer_689,Birmingham,2026-01-15,Organic
C00690,Customer_690,London,2026-02-21,Organic
C00691,Customer_691,London,2026-02-12,Instagram
C00692,Customer_692,Luton,2025-06-16,Organic
C00693,Customer_693,Manchester,2025-10-17,Referral
C00694,Customer_694,London,2026-03-16,Google Ads
C00695,Customer_695,London,2025-06-05,Email
C00696,Customer_696,Manchester,2026-02-25,Instagram
C00697,Customer_697,London,2025-01-07,Organic
C00698,Customer_698,Manchester,2025-07-15,Organic
C00699,Customer_699,London,2026-02-25,Instagram
C00700,Customer_700,Manchester,2025-02-25,Referral
C00701,Customer_701,Manchester,2025-11-17,Referral
C00702,Customer_702,London,2025-07-12,Organic
C00703,Customer_703,London,2025-02-16,Organic
C00704,Customer_704,London,2025-05-28,Organic
C00705,Customer_705,London,2025-10-02,Instagram
C00706,Customer_706,Bristol,2025-06-06,Organic
C00707,Customer_707,London,2025-07-21,Google Ads
C00708,Customer_708,Leeds,2026-03-20,Instagram
C00709,Customer_709,London,2026-02-06,Email
C00710,Customer_710,Birmingham,2026-02-23,Google Ads
C00711,Customer_711,Birmingham,2026-03-03,Organic
C00712,Customer_712,Manchester,2025-05-06,Instagram
C00713,Customer_713,Manchester,2026-01-30,Instagram
C00714,Customer_714,Luton,2025-11-01,Google Ads
C00715,Customer_715,London,2026-01-04,Email
C00716,Customer_716,Bristol,2025-10-21,Referral
C00717,Customer_717,Leeds,2025-03-05,Organic
C00718,Customer_718,Bristol,2025-11-21,Organic
C00719,Customer_719,London,2026-01-27,Google Ads
C00720,Customer_720,Birmingham,2026-02-22,Referral
C00721,Customer_721,Bristol,2025-06-25,Organic
C00722,Customer_722,London,2025-04-26,Instagram
C00723,Customer_723,London,2026-03-16,Instagram
C00724,Customer_724,Birmingham,2025-07-23,Organic
C00725,Customer_725,Manchester,2025-11-17,Instagram
C00726,Customer_726,Leeds,2025-01-31,Email
C00727,Customer_727,London,2026-01-23,Organic
C00728,Customer_728,Leeds,2025-04-23,Google Ads
C00729,Customer_729,London,2025-12-31,Google Ads
C00730,Customer_730,London,2026-03-10,Referral
C00731,Customer_731,London,2025-11-21,Email
C00732,Customer_732,Leeds,2026-02-18,Google Ads
C00733,Customer_733,Birmingham,2026-01-11,Referral
C00734,Customer_734,Manchester,2025-12-10,Google Ads
C00735,Customer_735,Luton,2026-03-19,Google Ads
C00736,Customer_736,Leeds,2025-03-08,Organic
C00737,Customer_737,Luton,2025-03-16,Organic
C00738,Customer_738,Leeds,2025-02-14,Organic
C00739,Customer_739,Luton,2025-09-17,Instagram
C00740,Customer_740,Luton,2025-06-03,Organic
C00741,Customer_741,Manchester,2025-06-04,Email
C00742,Customer_742,London,2026-03-06,Organic
C00743,Customer_743,Birmingham,2025-12-29,Organic
C00744,Customer_744,Manchester,2026-03-24,Google Ads
C00745,Customer_745,London,2025-08-22,Instagram
C00746,Customer_746,Leeds,2025-02-20,Organic
C00747,Customer_747,Luton,2025-11-02,Google Ads
C00748,Customer_748,Manchester,2025-09-19,Email
C00749,Customer_749,Bristol,2025-11-11,Organic
C00750,Customer_750,Birmingham,2025-05-05,Google Ads
C00751,Customer_751,London,2026-02-03,Referral
C00752,Customer_752,Bristol,2025-09-02,Organic
C00753,Customer_753,Birmingham,2025-01-30,Google Ads
C00754,Customer_754,London,2026-03-02,Google Ads
C00755,Customer_755,London,2025-05-02,Google Ads
C00756,Customer_756,Leeds,2025-05-05,Organic
C00757,Customer_757,Birmingham,2025-02-06,Organic
C00758,Customer_758,Manchester,2025-06-19,Google Ads
C00759,Customer_759,Leeds,2025-05-04,Organic
C00760,Customer_760,Leeds,2025-12-23,Referral
C00761,Customer_761,London,2025-02-04,Google Ads
C00762,Customer_762,London,2025-03-28,Google Ads
C00763,Customer_763,London,2025-05-14,Referral
C00764,Customer_764,Birmingham,2025-07-15,Instagram
C00765,Customer_765,London,2025-10-01,Organic
C00766,Customer_766,Manchester,2025-07-20,Email
C00767,Customer_767,Birmingham,2026-01-04,Organic
C00768,Customer_768,Leeds,2025-10-12,Organic
C00769,Customer_769,London,2025-03-18,Referral
C00770,Customer_770,Leeds,2025-02-28,Google Ads
C00771,Customer_771,London,2026-03-07,Google Ads
C00772,Customer_772,Leeds,2025-05-06,Organic
C00773,Customer_773,London,2026-02-05,Google Ads
C00774,Customer_774,Luton,2025-04-19,Organic
C00775,Customer_775,Leeds,2025-08-12,Email
C00776,Customer_776,London,2025-10-05,Organic
C00777,Customer_777,London,2025-03-09,Referral
C00778,Customer_778,Birmingham,2025-03-10,Instagram
C00779,Customer_779,Birmingham,2025-06-14,Referral
C00780,Customer_780,Birmingham,2025-11-01,Instagram
C00781,Customer_781,Birmingham,2026-02-01,Instagram
C00782,Customer_782,Manchester,2025-06-11,Google Ads
C00783,Customer_783,London,2025-12-31,Organic
C00784,Customer_784,London,2025-12-08,Organic
C00785,Customer_785,London,2025-11-05,Referral
C00786,Customer_786,Bristol,2026-01-14,Referral
C00787,Customer_787,Manchester,2025-12-09,Google Ads
C00788,Customer_788,Luton,2026-03-11,Organic
C00789,Customer_789,Manchester,2026-01-22,Google Ads
C00790,Customer_790,Bristol,2025-02-11,Instagram
C00791,Customer_791,London,2025-12-20,Google Ads
C00792,Customer_792,Manchester,2026-02-20,Referral
C00793,Customer_793,Manchester,2025-04-19,Email
C00794,Customer_794,Manchester,2025-02-20,Organic
C00795,Customer_795,London,2025-09-07,Google Ads
C00796,Customer_796,Leeds,2025-12-07,Google Ads
C00797,Customer_797,Bristol,2026-03-06,Google Ads
C00798,Customer_798,Manchester,2026-01-18,Organic
C00799,Customer_799,Birmingham,2025-01-21,Organic
C00800,Customer_800,Bristol,2025-10-27,Referral
C00801,Customer_801,Birmingham,2025-05-19,Google Ads
C00802,Customer_802,London,2025-12-25,Google Ads
C00803,Customer_803,Manchester,2025-11-20,Email
C00804,Customer_804,Manchester,2026-01-20,Referral
C00805,Customer_805,Luton,2025-04-02,Organic
C00806,Customer_806,Birmingham,2026-03-23,Instagram
C00807,Customer_807,Bristol,2025-10-07,Google Ads
C00808,Customer_808,Bristol,2025-05-05,Referral
C00809,Customer_809,Manchester,2026-02-01,Instagram
C00810,Customer_810,London,2025-04-21,Instagram
C00811,Customer_811,Bristol,2025-12-20,Google Ads
C00812,Customer_812,Leeds,2025-05-19,Referral
C00813,Customer_813,London,2026-03-11,Organic
C00814,Customer_814,Bristol,2025-09-30,Organic
C00815,Customer_815,Leeds,2025-04-09,Google Ads
C00816,Customer_816,Manchester,2025-09-09,Organic
C00817,Customer_817,Manchester,2025-12-04,Organic
C00818,Customer_818,Luton,2025-04-14,Referral
C00819,Customer_819,London,2025-08-02,Email
C00820,Customer_820,London,2025-09-06,Google Ads
C00821,Customer_821,Leeds,2025-06-01,Organic
C00822,Customer_822,London,2025-09-07,Organic
C00823,Customer_823,London,2025-10-02,Organic
C00824,Customer_824,Luton,2025-06-14,Organic
C00825,Customer_825,Manchester,2025-12-07,Email
C00826,Customer_826,Bristol,2025-01-08,Organic
C00827,Customer_827,London,2025-10-11,Google Ads
C00828,Customer_828,London,2025-01-05,Organic
C00829,Customer_829,Birmingham,2025-05-25,Referral
C00830,Customer_830,Manchester,2025-04-11,Instagram
C00831,Customer_831,London,2025-06-13,Email
C00832,Customer_832,Manchester,2026-01-09,Referral
C00833,Customer_833,London,2025-05-27,Google Ads
C00834,Customer_834,London,2025-03-05,Organic
C00835,Customer_835,Manchester,2025-04-01,Instagram
C00836,Customer_836,Luton,2025-04-27,Google Ads
C00837,Customer_837,Bristol,2025-12-20,Instagram
C00838,Customer_838,Luton,2025-09-24,Organic
C00839,Customer_839,Manchester,2025-11-06,Organic
C00840,Customer_840,Birmingham,2025-06-22,Google Ads
C00841,Customer_841,London,2025-02-16,Instagram
C00842,Customer_842,Birmingham,2025-05-20,Referral
C00843,Customer_843,London,2025-09-03,Organic
C00844,Customer_844,Bristol,2025-05-29,Google Ads
C00845,Customer_845,London,2025-09-03,Organic
C00846,Customer_846,Luton,2026-01-30,Organic
C00847,Customer_847,London,2025-01-05,Google Ads
C00848,Customer_848,Bristol,2025-07-03,Organic
C00849,Customer_849,Manchester,2025-01-20,Organic
C00850,Customer_850,Manchester,2026-03-01,Google Ads
C00851,Customer_851,London,2025-02-15,Organic
C00852,Customer_852,Birmingham,2025-01-12,Organic
C00853,Customer_853,London,2025-03-11,Organic
C00854,Customer_854,Leeds,2025-01-17,Organic
C00855,Customer_855,London,2026-01-06,Organic
C00856,Customer_856,London,2025-05-27,Instagram
C00857,Customer_857,London,2025-06-03,Organic
C00858,Customer_858,Manchester,2025-10-31,Organic
C00859,Customer_859,Manchester,2025-04-18,Google Ads
C00860,Customer_860,London,2025-08-24,Instagram
C00861,Customer_861,Leeds,2025-11-04,Referral
C00862,Customer_862,Manchester,2025-12-18,Referral
C00863,Customer_863,Manchester,2025-03-11,Instagram
C00864,Customer_864,Luton,2025-07-02,Google Ads
C00865,Customer_865,Luton,2025-09-07,Instagram
C00866,Customer_866,Manchester,2025-08-16,Instagram
C00867,Customer_867,London,2025-04-12,Organic
C00868,Customer_868,London,2025-03-16,Organic
C00869,Customer_869,Leeds,2026-02-21,Organic
C00870,Customer_870,Bristol,2026-03-22,Email
C00871,Customer_871,Luton,2025-08-04,Google Ads
C00872,Customer_872,London,2026-02-11,Instagram
C00873,Customer_873,Birmingham,2026-02-03,Google Ads
C00874,Customer_874,Luton,2026-02-15,Google Ads
C00875,Customer_875,London,2025-07-22,Organic
C00876,Customer_876,London,2025-07-11,Organic
C00877,Customer_877,Birmingham,2025-09-06,Referral
C00878,Customer_878,Birmingham,2025-08-30,Instagram
C00879,Customer_879,London,2025-06-28,Google Ads
C00880,Customer_880,London,2026-03-13,Referral
C00881,Customer_881,London,2025-08-07,Organic
C00882,Customer_882,Birmingham,2025-03-23,Email
C00883,Customer_883,London,2025-04-02,Google Ads
C00884,Customer_884,London,2026-03-11,Google Ads
C00885,Customer_885,Leeds,2025-06-24,Google Ads
C00886,Customer_886,London,2025-08-27,Organic
C00887,Customer_887,Birmingham,2025-09-17,Organic
C00888,Customer_888,London,2026-01-26,Instagram
C00889,Customer_889,London,2025-12-31,Referral
C00890,Customer_890,London,2025-06-12,Referral
C00891,Customer_891,Birmingham,2025-02-17,Organic
C00892,Customer_892,Leeds,2025-11-25,Google Ads
C00893,Customer_893,Leeds,2025-11-24,Organic
C00894,Customer_894,Luton,2025-04-26,Organic
C00895,Customer_895,Birmingham,2026-03-05,Instagram
C00896,Customer_896,London,2025-12-03,Google Ads
C00897,Customer_897,London,2025-12-03,Organic
C00898,Customer_898,Leeds,2026-01-04,Organic
C00899,Customer_899,London,2025-08-13,Email
C00900,Customer_900,London,2025-12-18,Organic
C00901,Customer_901,London,2025-11-24,Google Ads
C00902,Customer_902,London,2025-05-27,Google Ads
C00903,Customer_903,London,2025-03-04,Organic
C00904,Customer_904,Manchester,2025-10-21,Organic
C00905,Customer_905,Luton,2025-11-19,Google Ads
C00906,Customer_906,Leeds,2026-03-19,Referral
C00907,Customer_907,Leeds,2025-11-21,Google Ads
C00908,Customer_908,London,2025-01-13,Instagram
C00909,Customer_909,London,2026-03-07,Email
C00910,Customer_910,Luton,2025-07-08,Referral
C00911,Customer_911,Manchester,2025-10-14,Google Ads
C00912,Customer_912,London,2025-07-27,Google Ads
C00913,Customer_913,Birmingham,2025-04-24,Instagram
C00914,Customer_914,Luton,2025-01-22,Instagram
C00915,Customer_915,Manchester,2025-12-15,Google Ads
C00916,Customer_916,Luton,2025-08-02,Instagram
C00917,Customer_917,London,2025-06-20,Organic
C00918,Customer_918,Bristol,2025-11-19,Google Ads
C00919,Customer_919,Birmingham,2025-02-23,Organic
C00920,Customer_920,London,2026-01-29,Organic
C00921,Customer_921,Leeds,2025-10-25,Organic
C00922,Customer_922,Manchester,2025-11-16,Instagram
C00923,Customer_923,Leeds,2025-05-06,Google Ads
C00924,Customer_924,Leeds,2025-10-04,Organic
C00925,Customer_925,Luton,2025-07-23,Google Ads
C00926,Customer_926,London,2025-07-13,Google Ads
C00927,Customer_927,London,2025-06-18,Organic
C00928,Customer_928,Manchester,2025-06-01,Instagram
C00929,Customer_929,Birmingham,2025-02-04,Referral
C00930,Customer_930,London,2025-07-03,Referral
C00931,Customer_931,London,2025-10-13,Instagram
C00932,Customer_932,Leeds,2025-02-26,Google Ads
C00933,Customer_933,Bristol,2025-08-10,Organic
C00934,Customer_934,Manchester,2025-10-30,Organic
C00935,Customer_935,London,2025-06-12,Organic
C00936,Customer_936,London,2025-01-19,Email
C00937,Customer_937,London,2026-01-05,Organic
C00938,Customer_938,Bristol,2025-09-21,Organic
C00939,Customer_939,London,2025-10-09,Referral
C00940,Customer_940,Manchester,2025-04-23,Email
C00941,Customer_941,London,2025-11-23,Referral
C00942,Customer_942,Manchester,2025-01-30,Organic
C00943,Customer_943,Birmingham,2025-05-15,Organic
C00944,Customer_944,Leeds,2025-03-08,Google Ads
C00945,Customer_945,London,2025-03-06,Organic
C00946,Customer_946,London,2025-10-19,Organic
C00947,Customer_947,London,2025-01-25,Google Ads
C00948,Customer_948,Bristol,2025-02-06,Email
C00949,Customer_949,Leeds,2025-01-01,Google Ads
C00950,Customer_950,Manchester,2026-02-03,Instagram
C00951,Customer_951,Manchester,2025-02-06,Instagram
C00952,Customer_952,Birmingham,2025-05-21,Organic
C00953,Customer_953,London,2025-08-20,Instagram
C00954,Customer_954,Bristol,2025-05-16,Organic
C00955,Customer_955,Luton,2026-01-24,Organic
C00956,Customer_956,Luton,2025-07-07,Instagram
C00957,Customer_957,Manchester,2025-05-08,Organic
C00958,Customer_958,London,2025-07-20,Email
C00959,Customer_959,London,2025-05-07,Organic
C00960,Customer_960,Birmingham,2025-09-14,Instagram
C00961,Customer_961,London,2025-06-13,Google Ads
C00962,Customer_962,Manchester,2025-02-04,Organic
C00963,Customer_963,London,2025-07-13,Organic
C00964,Customer_964,Luton,2025-07-10,Instagram
C00965,Customer_965,London,2025-04-14,Referral
C00966,Customer_966,Luton,2025-01-23,Referral
C00967,Customer_967,Birmingham,2025-09-22,Google Ads
C00968,Customer_968,London,2025-10-17,Referral
C00969,Customer_969,Manchester,2026-03-06,Instagram
C00970,Customer_970,Manchester,2026-01-19,Instagram
C00971,Customer_971,Birmingham,2025-09-17,Google Ads
C00972,Customer_972,Bristol,2026-02-18,Instagram
C00973,Customer_973,Birmingham,2025-12-24,Referral
C00974,Customer_974,London,2025-03-16,Google Ads
C00975,Customer_975,London,2025-12-21,Referral
C00976,Customer_976,London,2025-03-13,Instagram
C00977,Customer_977,Manchester,2025-09-16,Organic
C00978,Customer_978,London,2026-02-02,Organic
C00979,Customer_979,Manchester,2025-07-07,Google Ads
C00980,Customer_980,Manchester,2025-06-22,Google Ads
C00981,Customer_981,London,2025-10-17,Referral
C00982,Customer_982,Leeds,2025-02-14,Organic
C00983,Customer_983,London,2025-03-02,Referral
C00984,Customer_984,London,2025-03-24,Referral
C00985,Customer_985,Birmingham,2025-05-03,Organic
C00986,Customer_986,Manchester,2025-12-24,Referral
C00987,Customer_987,Birmingham,2025-01-16,Email
C00988,Customer_988,Luton,2025-03-07,Instagram
C00989,Customer_989,London,2026-02-28,Referral
C00990,Customer_990,Leeds,2025-05-25,Email
C00991,Customer_991,Leeds,2026-01-10,Instagram
C00992,Customer_992,Birmingham,2025-06-11,Google Ads
C00993,Customer_993,London,2025-08-22,Referral
C00994,Customer_994,Manchester,2026-01-15,Instagram
C00995,Customer_995,Luton,2025-05-24,Instagram
C00996,Customer_996,London,2025-12-24,Organic
C00997,Customer_997,Bristol,2025-07-07,Referral
C00998,Customer_998,London,2025-11-18,Organic
C00999,Customer_999,Bristol,2026-03-26,Email
C01000,Customer_1000,Luton,2025-01-13,Google Ads
C01001,Customer_1001,London,2025-07-03,Organic
C01002,Customer_1002,Manchester,2025-04-21,Google Ads
C01003,Customer_1003,Leeds,2026-02-19,Organic
C01004,Customer_1004,Birmingham,2025-10-17,Instagram
C01005,Customer_1005,Leeds,2025-10-22,Email
C01006,Customer_1006,Birmingham,2026-01-27,Referral
C01007,Customer_1007,Birmingham,2025-08-03,Organic
C01008,Customer_1008,Leeds,2025-04-30,Organic
C01009,Customer_1009,London,2026-01-17,Referral
C01010,Customer_1010,Manchester,2025-02-24,Email
C01011,Customer_1011,London,2025-01-27,Google Ads
C01012,Customer_1012,Bristol,2025-04-28,Google Ads
C01013,Customer_1013,Bristol,2025-08-09,Google Ads
C01014,Customer_1014,London,2025-08-19,Referral
C01015,Customer_1015,Birmingham,2025-02-22,Instagram
C01016,Customer_1016,Bristol,2025-10-22,Organic
C01017,Customer_1017,London,2025-11-17,Organic
C01018,Customer_1018,Manchester,2026-02-05,Referral
C01019,Customer_1019,Bristol,2025-08-21,Organic
C01020,Customer_1020,London,2025-06-07,Google Ads
C01021,Customer_1021,Birmingham,2026-03-13,Instagram
C01022,Customer_1022,London,2025-09-26,Organic
C01023,Customer_1023,Bristol,2025-01-21,Organic
C01024,Customer_1024,Bristol,2026-02-07,Referral
C01025,Customer_1025,Bristol,2025-02-22,Referral
C01026,Customer_1026,Manchester,2025-10-02,Referral
C01027,Customer_1027,Leeds,2025-11-09,Referral
C01028,Customer_1028,Leeds,2025-10-08,Instagram
C01029,Customer_1029,London,2025-08-02,Referral
C01030,Customer_1030,Leeds,2025-01-31,Google Ads
C01031,Customer_1031,London,2025-12-03,Instagram
C01032,Customer_1032,Manchester,2025-07-02,Email
C01033,Customer_1033,London,2025-01-23,Organic
C01034,Customer_1034,London,2025-02-01,Google Ads
C01035,Customer_1035,London,2026-03-22,Google Ads
C01036,Customer_1036,Birmingham,2025-03-15,Organic
C01037,Customer_1037,London,2025-01-10,Organic
C01038,Customer_1038,Birmingham,2025-02-23,Referral
C01039,Customer_1039,London,2025-02-21,Email
C01040,Customer_1040,London,2025-05-28,Google Ads
C01041,Customer_1041,Manchester,2025-06-09,Organic
C01042,Customer_1042,Leeds,2026-01-05,Organic
C01043,Customer_1043,London,2025-01-14,Referral
C01044,Customer_1044,Birmingham,2025-06-27,Google Ads
C01045,Customer_1045,Leeds,2026-02-16,Google Ads
C01046,Customer_1046,Manchester,2026-01-01,Google Ads
C01047,Customer_1047,London,2025-02-22,Google Ads
C01048,Customer_1048,London,2026-02-12,Google Ads
C01049,Customer_1049,Leeds,2025-12-01,Referral
C01050,Customer_1050,London,2025-01-22,Instagram
C01051,Customer_1051,Leeds,2025-01-30,Instagram
C01052,Customer_1052,Manchester,2025-07-10,Google Ads
C01053,Customer_1053,Bristol,2025-09-17,Instagram
C01054,Customer_1054,Leeds,2025-07-24,Instagram
C01055,Customer_1055,Bristol,2025-02-28,Organic
C01056,Customer_1056,Luton,2025-09-21,Instagram
C01057,Customer_1057,Birmingham,2025-01-12,Organic
C01058,Customer_1058,Luton,2025-04-29,Referral
C01059,Customer_1059,Manchester,2026-02-19,Google Ads
C01060,Customer_1060,Birmingham,2025-10-17,Email
C01061,Customer_1061,Leeds,2025-12-04,Organic
C01062,Customer_1062,Bristol,2025-09-05,Referral
C01063,Customer_1063,Birmingham,2025-12-20,Instagram
C01064,Customer_1064,Luton,2025-05-07,Referral
C01065,Customer_1065,Luton,2025-03-16,Google Ads
C01066,Customer_1066,Birmingham,2025-12-27,Google Ads
C01067,Customer_1067,London,2025-07-23,Referral
C01068,Customer_1068,London,2025-02-18,Organic
C01069,Customer_1069,Luton,2025-03-20,Organic
C01070,Customer_1070,London,2026-03-17,Instagram
C01071,Customer_1071,London,2025-08-29,Google Ads
C01072,Customer_1072,London,2025-12-15,Organic
C01073,Customer_1073,London,2025-06-03,Organic
C01074,Customer_1074,London,2025-10-01,Organic
C01075,Customer_1075,Bristol,2025-04-06,Referral
C01076,Customer_1076,Luton,2025-08-02,Instagram
C01077,Customer_1077,Luton,2025-10-21,Referral
C01078,Customer_1078,Birmingham,2025-07-28,Email
C01079,Customer_1079,London,2025-12-09,Google Ads
C01080,Customer_1080,Bristol,2025-03-29,Organic
C01081,Customer_1081,Leeds,2025-11-02,Organic
C01082,Customer_1082,London,2025-09-21,Organic
C01083,Customer_1083,Luton,2026-03-01,Email
C01084,Customer_1084,Leeds,2026-01-25,Google Ads
C01085,Customer_1085,Bristol,2025-11-21,Organic
C01086,Customer_1086,Manchester,2026-03-04,Google Ads
C01087,Customer_1087,Manchester,2026-01-12,Instagram
C01088,Customer_1088,London,2025-11-16,Instagram
