payment_id,order_id,payment_method,payment_amount,payment_status
PAY002771,O002771,Card,306.13,Paid
PAY002772,O002772,Apple Pay,814.57,Paid
PAY002773,O002773,PayPal,1698.55,Paid
PAY002774,O002774,Apple Pay,309.28,Paid
PAY002775,O002775,Apple Pay,2762.81,Paid
PAY002776,O002776,Card,618.03,Refunded
PAY002777,O002777,Card,689.89,Paid
PAY002778,O002778,Card,922.44,Paid
PAY002779,O002779,Google Pay,248.46,Paid
PAY002780,O002780,Card,84.46,Paid
PAY002781,O002781,Card,168.95,Paid
PAY002782,O002782,PayPal,139.81,Paid
PAY002783,O002783,Card,585.24,Paid
PAY002784,O002784,PayPal,1974.46,Paid
PAY002785,O002785,Card,302.54,Paid
PAY002786,O002786,Card,678.53,Paid
PAY002787,O002787,Card,553.81,Paid
PAY002788,O002788,Card,1454.34,Paid
PAY002789,O002789,Apple Pay,659.5,Paid
PAY002790,O002790,Google Pay,226.58,Paid
PAY002791,O002791,Apple Pay,110.98,Paid
PAY002792,O002792,PayPal,78.72,Paid
PAY002793,O002793,Apple Pay,83.13,Paid
PAY002794,O002794,Card,47.44,Paid
PAY002795,O002795,Card,1492.64,Paid
PAY002796,O002796,Card,844.37,Paid
PAY002797,O002797,PayPal,1153.06,Paid
PAY002798,O002798,Card,63.96,Refunded
PAY002799,O002799,Google Pay,1250.34,Paid
PAY002800,O002800,Card,1103.82,Paid
PAY002801,O002801,Card,165.49,Paid
PAY002802,O002802,Apple Pay,248.64,Paid
PAY002803,O002803,Apple Pay,564.06,Paid
PAY002804,O002804,Card,193.98,Failed
PAY002805,O002805,Card,11.3,Paid
PAY002806,O002806,Card,169.82,Paid
PAY002807,O002807,Card,1497.79,Paid
PAY002808,O002808,Card,248.46,Paid
PAY002809,O002809,PayPal,411.14,Paid
PAY002810,O002810,PayPal,730.07,Paid
PAY002811,O002811,Card,1445.17,Paid
PAY002812,O002812,PayPal,234.33,Paid
PAY002813,O002813,Apple Pay,47.7,Paid
PAY002814,O002814,Google Pay,502.89,Paid
PAY002815,O002815,Google Pay,1594.71,Paid
PAY002816,O002816,Google Pay,951.63,Paid
PAY002817,O002817,Apple Pay,33.89,Paid
PAY002818,O002818,Google Pay,782.93,Paid
PAY002819,O002819,Card,276.15,Paid
PAY002820,O002820,Card,1293.24,Paid
PAY002821,O002821,Card,924.64,Paid
PAY002822,O002822,PayPal,260.73,Paid
PAY002823,O002823,Apple Pay,1046.35,Paid
PAY002824,O002824,Card,102.17,Paid
PAY002825,O002825,PayPal,969.81,Paid
PAY002826,O002826,Apple Pay,208.26,Paid
PAY002827,O002827,Apple Pay,652.95,Paid
PAY002828,O002828,Card,1721.96,Paid
PAY002829,O002829,Google Pay,606.81,Paid
PAY002830,O002830,Apple Pay,871.43,Paid
PAY002831,O002831,Google Pay,628.78,Paid
PAY002832,O002832,PayPal,642.52,Paid
PAY002833,O002833,Card,557.63,Paid
PAY002834,O002834,Apple Pay,344.21,Paid
PAY002835,O002835,Card,280.26,Paid
PAY002836,O002836,Google Pay,24.52,Failed
PAY002837,O002837,PayPal,672.78,Paid
PAY002838,O002838,Apple Pay,744.35,Paid
PAY002839,O002839,PayPal,250.65,Paid
PAY002840,O002840,Card,668.08,Refunded
PAY002841,O002841,Apple Pay,298.97,Paid
PAY002842,O002842,Card,652.82,Failed
PAY002843,O002843,Card,401.34,Paid
PAY002844,O002844,Card,12.15,Paid
PAY002845,O002845,Card,233.46,Paid
PAY002846,O002846,PayPal,1974.7,Paid
PAY002847,O002847,Card,1903.4,Paid
PAY002848,O002848,PayPal,502.09,Paid
PAY002849,O002849,Card,634.87,Paid
PAY002850,O002850,Card,1801.28,Paid
PAY002851,O002851,Google Pay,465.78,Paid
PAY002852,O002852,PayPal,1034.08,Paid
PAY002853,O002853,Card,1032.77,Refunded
PAY002854,O002854,Card,855.05,Paid
PAY002855,O002855,Card,521.08,Paid
PAY002856,O002856,Card,478.07,Paid
PAY002857,O002857,PayPal,167.32,Paid
PAY002858,O002858,Card,235.65,Paid
PAY002859,O002859,Apple Pay,54.8,Paid
PAY002860,O002860,Apple Pay,268.92,Paid
PAY002861,O002861,Card,536.03,Paid
PAY002862,O002862,Card,136.55,Paid
PAY002863,O002863,Card,282.23,Refunded
PAY002864,O002864,Card,302.51,Paid
PAY002865,O002865,Google Pay,273.69,Paid
PAY002866,O002866,Card,1319.15,Paid
PAY002867,O002867,Card,197.02,Paid
PAY002868,O002868,Card,14.27,Paid
PAY002869,O002869,Card,293.2,Paid
PAY002870,O002870,Card,249.76,Paid
PAY002871,O002871,Card,590.65,Paid
PAY002872,O002872,Card,930.36,Paid
PAY002873,O002873,Apple Pay,1132.58,Paid
PAY002874,O002874,Card,132.3,Paid
PAY002875,O002875,PayPal,770.26,Paid
PAY002876,O002876,Card,1420.06,Paid
PAY002877,O002877,Card,377.86,Paid
PAY002878,O002878,PayPal,182.15,Paid
PAY002879,O002879,Card,435.42,Paid
PAY002880,O002880,PayPal,2148.02,Paid
PAY002881,O002881,Google Pay,928.04,Paid
PAY002882,O002882,Card,219.92,Paid
PAY002883,O002883,Card,688.45,Paid
PAY002884,O002884,Google Pay,823.45,Refunded
PAY002885,O002885,Card,1741.32,Paid
PAY002886,O002886,Card,1341.68,Paid
PAY002887,O002887,Google Pay,509.81,Paid
PAY002888,O002888,Card,693.11,Paid
PAY002889,O002889,PayPal,128.9,Paid
PAY002890,O002890,Google Pay,53.16,Paid
PAY002891,O002891,Card,25.86,Paid
PAY002892,O002892,PayPal,617.17,Paid
PAY002893,O002893,Apple Pay,1265.17,Paid
PAY002894,O002894,Apple Pay,372.7,Paid
PAY002895,O002895,Card,207.32,Paid
PAY002896,O002896,Card,1282.59,Paid
PAY002897,O002897,Google Pay,460.74,Paid
PAY002898,O002898,Card,274.63,Paid
PAY002899,O002899,Card,722.33,Paid
PAY002900,O002900,Apple Pay,1166.41,Paid
PAY002901,O002901,Card,684.24,Paid
PAY002902,O002902,Apple Pay,32.28,Paid
PAY002903,O002903,Google Pay,163.25,Paid
PAY002904,O002904,Card,1355.59,Paid
PAY002905,O002905,Card,421.89,Paid
PAY002906,O002906,Card,111.8,Paid
PAY002907,O002907,Card,663.07,Paid
PAY002908,O002908,Apple Pay,139.06,Paid
PAY002909,O002909,PayPal,470.08,Paid
PAY002910,O002910,Apple Pay,694.22,Paid
PAY002911,O002911,Card,619.82,Paid
PAY002912,O002912,PayPal,193.47,Failed
PAY002913,O002913,Card,2357.15,Refunded
PAY002914,O002914,Card,446.84,Paid
PAY002915,O002915,Card,1320.72,Paid
PAY002916,O002916,Card,97.17,Paid
PAY002917,O002917,Card,151.55,Paid
PAY002918,O002918,PayPal,342.96,Paid
PAY002919,O002919,Apple Pay,1391.3,Paid
PAY002920,O002920,PayPal,1268.01,Paid
PAY002921,O002921,Apple Pay,151.55,Paid
PAY002922,O002922,Google Pay,1166.48,Paid
PAY002923,O002923,PayPal,907.57,Paid
PAY002924,O002924,Card,459.55,Paid
PAY002925,O002925,Card,2702.75,Paid
PAY002926,O002926,Card,663.39,Paid
PAY002927,O002927,Card,683.6,Paid
PAY002928,O002928,Apple Pay,930.62,Paid
PAY002929,O002929,Apple Pay,770.26,Paid
PAY002930,O002930,Card,196.75,Paid
PAY002931,O002931,Card,582.9,Paid
PAY002932,O002932,Google Pay,2324.21,Paid
PAY002933,O002933,Google Pay,571.19,Paid
PAY002934,O002934,Card,1365.59,Paid
PAY002935,O002935,Card,489.26,Paid
PAY002936,O002936,Card,851.67,Paid
PAY002937,O002937,PayPal,200.8,Paid
PAY002938,O002938,Apple Pay,190.66,Paid
PAY002939,O002939,Card,312.19,Paid
PAY002940,O002940,PayPal,549.89,Paid
PAY002941,O002941,Card,1198.52,Paid
PAY002942,O002942,Card,257.37,Paid
PAY002943,O002943,Apple Pay,1929.45,Paid
PAY002944,O002944,Google Pay,336.28,Paid
PAY002945,O002945,Apple Pay,775.23,Paid
PAY002946,O002946,Card,1987.97,Paid
PAY002947,O002947,Card,109.72,Paid
PAY002948,O002948,Apple Pay,337.2,Paid
PAY002949,O002949,Card,459.97,Paid
PAY002950,O002950,Card,326.39,Paid
PAY002951,O002951,PayPal,1192.25,Paid
PAY002952,O002952,Card,429.39,Paid
PAY002953,O002953,Apple Pay,1151.66,Paid
PAY002954,O002954,Apple Pay,1550.46,Paid
PAY002955,O002955,Card,65.98,Failed
PAY002956,O002956,Google Pay,412.7,Paid
PAY002957,O002957,Apple Pay,504.04,Paid
PAY002958,O002958,PayPal,63.84,Paid
PAY002959,O002959,PayPal,1296.99,Paid
PAY002960,O002960,PayPal,544.11,Paid
PAY002961,O002961,PayPal,644.76,Failed
PAY002962,O002962,PayPal,1115.38,Paid
PAY002963,O002963,Card,931.91,Paid
PAY002964,O002964,Apple Pay,351.8,Paid
PAY002965,O002965,Apple Pay,703.06,Paid
PAY002966,O002966,PayPal,1023.68,Paid
PAY002967,O002967,Google Pay,604.46,Paid
PAY002968,O002968,Card,90.81,Paid
PAY002969,O002969,Google Pay,1057.46,Paid
PAY002970,O002970,Google Pay,185.74,Paid
PAY002971,O002971,PayPal,536.03,Paid
PAY002972,O002972,PayPal,479.15,Paid
PAY002973,O002973,Card,144.38,Paid
PAY002974,O002974,Card,637.26,Paid
PAY002975,O002975,PayPal,982.97,Paid
PAY002976,O002976,Card,1058.92,Paid
PAY002977,O002977,Apple Pay,781.5,Paid
PAY002978,O002978,Card,13.87,Paid
PAY002979,O002979,Card,644.24,Paid
PAY002980,O002980,Card,218.68,Paid
PAY002981,O002981,Card,1208.18,Paid
PAY002982,O002982,Card,687.14,Paid
PAY002983,O002983,Card,312.95,Paid
PAY002984,O002984,Card,187.79,Paid
PAY002985,O002985,Card,1218.7,Paid
PAY002986,O002986,Apple Pay,288.92,Paid
PAY002987,O002987,Card,813.48,Paid
PAY002988,O002988,Card,469.8,Paid
PAY002989,O002989,Card,443.12,Paid
PAY002990,O002990,Apple Pay,942.76,Paid
PAY002991,O002991,Card,1363.27,Paid
PAY002992,O002992,Card,355.91,Paid
PAY002993,O002993,Card,39.48,Paid
PAY002994,O002994,Apple Pay,512.27,Paid
PAY002995,O002995,Card,1435.04,Paid
PAY002996,O002996,Card,250.34,Paid
PAY002997,O002997,PayPal,497.3,Paid
PAY002998,O002998,Apple Pay,360.43,Paid
PAY002999,O002999,Card,751.85,Paid
PAY003000,O003000,PayPal,316.35,Paid
PAY003001,O003001,Google Pay,60.74,Paid
PAY003002,O003002,Google Pay,563.73,Paid
PAY003003,O003003,Google Pay,417.96,Paid
PAY003004,O003004,Card,1764.15,Paid
PAY003005,O003005,Card,34.06,Paid
PAY003006,O003006,Card,843.34,Paid
PAY003007,O003007,Card,648.62,Refunded
PAY003008,O003008,PayPal,722.33,Paid
PAY003009,O003009,Card,143.51,Paid
PAY003010,O003010,Card,21.22,Paid
PAY003011,O003011,Apple Pay,69.69,Paid
PAY003012,O003012,Card,603.95,Paid
PAY003013,O003013,Card,445.28,Paid
PAY003014,O003014,Card,1504.85,Paid
PAY003015,O003015,PayPal,993.49,Paid
PAY003016,O003016,Google Pay,397.16,Paid
PAY003017,O003017,Card,235.86,Paid
PAY003018,O003018,Card,239.43,Paid
PAY003019,O003019,Card,1503.06,Paid
PAY003020,O003020,PayPal,186.02,Paid
PAY003021,O003021,Card,128.56,Paid
PAY003022,O003022,Card,173.04,Paid
PAY003023,O003023,Card,1998.68,Paid
PAY003024,O003024,Google Pay,85.04,Paid
PAY003025,O003025,Google Pay,49.55,Paid
PAY003026,O003026,Card,1088.13,Paid
PAY003027,O003027,Card,225.42,Paid
PAY003028,O003028,Card,284.64,Paid
PAY003029,O003029,Card,714.12,Paid
PAY003030,O003030,Card,770.58,Paid
PAY003031,O003031,Card,288.52,Paid
PAY003032,O003032,Card,236.63,Paid
PAY003033,O003033,Card,368.16,Paid
PAY003034,O003034,Card,765.23,Paid
PAY003035,O003035,Card,1367.46,Paid
PAY003036,O003036,Card,782.53,Paid
PAY003037,O003037,Card,337.4,Paid
PAY003038,O003038,Card,503.1,Paid
PAY003039,O003039,Google Pay,796.24,Paid
PAY003040,O003040,Google Pay,872.55,Paid
PAY003041,O003041,PayPal,738.55,Paid
PAY003042,O003042,Card,1430.61,Paid
PAY003043,O003043,Apple Pay,98.86,Paid
PAY003044,O003044,Card,1352.9,Paid
PAY003045,O003045,Card,677.61,Paid
PAY003046,O003046,PayPal,264.81,Paid
PAY003047,O003047,Card,544.79,Paid
PAY003048,O003048,Google Pay,1646.07,Paid
PAY003049,O003049,Apple Pay,98.71,Paid
PAY003050,O003050,Card,997.28,Paid
PAY003051,O003051,Card,639.01,Failed
PAY003052,O003052,PayPal,902.62,Paid
PAY003053,O003053,PayPal,1064.22,Paid
PAY003054,O003054,Card,338.92,Paid
PAY003055,O003055,Apple Pay,554.77,Paid
PAY003056,O003056,PayPal,5485.81,Paid
PAY003057,O003057,Card,727.82,Paid
PAY003058,O003058,Card,751.48,Paid
PAY003059,O003059,Google Pay,236.58,Paid
PAY003060,O003060,Apple Pay,342.13,Paid
PAY003061,O003061,Card,21.72,Paid
PAY003062,O003062,Apple Pay,1217.46,Paid
PAY003063,O003063,Card,1812.61,Paid
PAY003064,O003064,PayPal,301.4,Failed
PAY003065,O003065,Apple Pay,722.83,Paid
PAY003066,O003066,Card,372.84,Paid
PAY003067,O003067,Card,214.16,Paid
PAY003068,O003068,Card,915.45,Paid
PAY003069,O003069,Google Pay,743.58,Paid
PAY003070,O003070,Card,249.95,Paid
PAY003071,O003071,Card,2523.38,Paid
PAY003072,O003072,Card,27.69,Paid
PAY003073,O003073,Apple Pay,703.64,Paid
PAY003074,O003074,Google Pay,215.46,Paid
PAY003075,O003075,Apple Pay,456.83,Paid
PAY003076,O003076,PayPal,322.67,Paid
PAY003077,O003077,Card,1443.71,Paid
PAY003078,O003078,Card,707.01,Paid
PAY003079,O003079,PayPal,841.6,Paid
PAY003080,O003080,Card,1666.89,Paid
PAY003081,O003081,Card,767.24,Paid
PAY003082,O003082,Apple Pay,15.65,Paid
PAY003083,O003083,Card,311.3,Failed
PAY003084,O003084,PayPal,326.1,Paid
PAY003085,O003085,Card,655.06,Paid
PAY003086,O003086,Google Pay,212.7,Paid
PAY003087,O003087,Apple Pay,637.52,Paid
PAY003088,O003088,Card,935.36,Paid
PAY003089,O003089,Card,1257.33,Paid
PAY003090,O003090,Card,542.45,Paid
PAY003091,O003091,Apple Pay,401.41,Paid
PAY003092,O003092,Card,385.47,Refunded
PAY003093,O003093,Google Pay,202.7,Paid
PAY003094,O003094,PayPal,438.82,Paid
PAY003095,O003095,Card,327.59,Paid
PAY003096,O003096,Card,377.86,Paid
PAY003097,O003097,Apple Pay,711.92,Paid
PAY003098,O003098,Google Pay,1213.55,Paid
PAY003099,O003099,Card,11.01,Paid
PAY003100,O003100,PayPal,1242.07,Failed
PAY003101,O003101,Card,376.7,Paid
PAY003102,O003102,Card,660.74,Paid
PAY003103,O003103,Apple Pay,1356.46,Paid
PAY003104,O003104,Card,1065.77,Paid
PAY003105,O003105,Card,527.89,Paid
PAY003106,O003106,Card,845.84,Paid
PAY003107,O003107,Card,120.83,Paid
PAY003108,O003108,Apple Pay,27.69,Paid
PAY003109,O003109,Card,360.16,Paid
PAY003110,O003110,PayPal,2297.22,Paid
PAY003111,O003111,Card,2044.87,Paid
PAY003112,O003112,Card,40.74,Paid
PAY003113,O003113,Card,1008.61,Paid
PAY003114,O003114,Card,387.19,Paid
PAY003115,O003115,PayPal,734.66,Paid
PAY003116,O003116,Card,243.64,Paid
PAY003117,O003117,Google Pay,1421.91,Paid
PAY003118,O003118,Card,60.9,Paid
PAY003119,O003119,Card,487.65,Failed
PAY003120,O003120,PayPal,416.98,Paid
PAY003121,O003121,PayPal,299.17,Paid
PAY003122,O003122,Card,116.85,Paid
PAY003123,O003123,Apple Pay,22.32,Paid
PAY003124,O003124,Card,1512.77,Paid
PAY003125,O003125,Apple Pay,76.79,Paid
PAY003126,O003126,Card,277.29,Paid
PAY003127,O003127,Card,2660.14,Paid
PAY003128,O003128,Card,993.92,Paid
PAY003129,O003129,Card,546.03,Paid
PAY003130,O003130,Card,1628.37,Paid
PAY003131,O003131,Card,450.26,Paid
PAY003132,O003132,Card,91.74,Failed
PAY003133,O003133,Apple Pay,2381.5,Paid
PAY003134,O003134,Card,624.03,Failed
PAY003135,O003135,Apple Pay,805.48,Paid
PAY003136,O003136,Apple Pay,523.95,Paid
PAY003137,O003137,Card,183.56,Paid
PAY003138,O003138,Card,777.42,Paid
PAY003139,O003139,Card,1040.1,Paid
PAY003140,O003140,Card,614.76,Paid
PAY003141,O003141,Card,1003.62,Paid
PAY003142,O003142,Card,1148.14,Paid
PAY003143,O003143,PayPal,1608.09,Paid
PAY003144,O003144,Card,96.85,Paid
PAY003145,O003145,Card,647.08,Paid
PAY003146,O003146,Card,120.92,Paid
PAY003147,O003147,Card,606.67,Paid
PAY003148,O003148,Apple Pay,1055.4,Paid
PAY003149,O003149,Apple Pay,898.44,Failed
PAY003150,O003150,Google Pay,2199.37,Paid
PAY003151,O003151,PayPal,1288.35,Paid
PAY003152,O003152,Google Pay,1213.86,Paid
PAY003153,O003153,Card,284.88,Paid
PAY003154,O003154,Card,1729.48,Paid
PAY003155,O003155,Card,1341.76,Paid
PAY003156,O003156,Card,611.11,Paid
PAY003157,O003157,Card,633.41,Paid
PAY003158,O003158,PayPal,150.19,Paid
PAY003159,O003159,Google Pay,651.55,Paid
PAY003160,O003160,PayPal,789.88,Paid
PAY003161,O003161,PayPal,73.91,Paid
PAY003162,O003162,Apple Pay,471.09,Paid
PAY003163,O003163,Google Pay,1066.73,Paid
PAY003164,O003164,Card,116.84,Paid
PAY003165,O003165,Apple Pay,92.55,Paid
PAY003166,O003166,Card,939.26,Failed
PAY003167,O003167,Card,1406.69,Paid
PAY003168,O003168,Apple Pay,385.26,Paid
PAY003169,O003169,Card,1029.62,Paid
PAY003170,O003170,PayPal,2120.55,Paid
PAY003171,O003171,Card,656.62,Paid
PAY003172,O003172,Apple Pay,665.68,Paid
PAY003173,O003173,Card,1381.11,Failed
PAY003174,O003174,PayPal,506.27,Paid
PAY003175,O003175,Google Pay,1357.35,Paid
PAY003176,O003176,Card,470.08,Paid
PAY003177,O003177,Card,1398.89,Failed
PAY003178,O003178,Apple Pay,831.8,Paid
PAY003179,O003179,Apple Pay,358.74,Paid
PAY003180,O003180,Card,348.85,Paid
PAY003181,O003181,PayPal,74.53,Failed
PAY003182,O003182,Card,2648.74,Paid
PAY003183,O003183,Card,482.05,Paid
PAY003184,O003184,Card,525.49,Paid
PAY003185,O003185,PayPal,948.63,Paid
PAY003186,O003186,Card,1188.66,Paid
PAY003187,O003187,Card,811.09,Paid
PAY003188,O003188,Google Pay,662.06,Paid
PAY003189,O003189,Card,352.66,Paid
PAY003190,O003190,PayPal,290.36,Paid
PAY003191,O003191,Apple Pay,1587.45,Paid
PAY003192,O003192,Google Pay,761.1,Paid
PAY003193,O003193,Google Pay,249.8,Paid
PAY003194,O003194,Card,493.8,Paid
PAY003195,O003195,Card,285.38,Paid
PAY003196,O003196,PayPal,1174.12,Paid
PAY003197,O003197,PayPal,9.52,Paid
PAY003198,O003198,Card,275.33,Paid
PAY003199,O003199,Card,229.16,Paid
PAY003200,O003200,Card,668.67,Paid
PAY003201,O003201,PayPal,984.14,Paid
PAY003202,O003202,Apple Pay,145.19,Paid
PAY003203,O003203,Card,138.02,Paid
PAY003204,O003204,PayPal,252.14,Paid
PAY003205,O003205,Apple Pay,218.17,Paid
PAY003206,O003206,PayPal,307.41,Paid
PAY003207,O003207,Apple Pay,1929.25,Paid
PAY003208,O003208,Apple Pay,197.02,Paid
PAY003209,O003209,Card,2148.15,Paid
PAY003210,O003210,Card,59.19,Paid
PAY003211,O003211,Card,133.32,Paid
PAY003212,O003212,Card,301.4,Paid
PAY003213,O003213,Card,545.08,Paid
PAY003214,O003214,Card,235.99,Paid
PAY003215,O003215,Apple Pay,628.89,Paid
PAY003216,O003216,PayPal,874.15,Paid
PAY003217,O003217,Apple Pay,1036.37,Paid
PAY003218,O003218,Apple Pay,304.52,Paid
PAY003219,O003219,Card,963.63,Paid
PAY003220,O003220,Card,505.33,Paid
PAY003221,O003221,Card,218.7,Paid
PAY003222,O003222,Card,828.41,Paid
PAY003223,O003223,Google Pay,1326.21,Paid
PAY003224,O003224,Card,239.6,Paid
PAY003225,O003225,Card,158.14,Paid
PAY003226,O003226,Card,308.93,Paid
PAY003227,O003227,Apple Pay,219.94,Paid
PAY003228,O003228,PayPal,1062.16,Paid
PAY003229,O003229,Card,1818.6,Paid
PAY003230,O003230,Card,1029.83,Paid
PAY003231,O003231,Apple Pay,831.37,Paid
PAY003232,O003232,Card,144.25,Paid
PAY003233,O003233,Card,1270.29,Paid
PAY003234,O003234,Card,927.48,Paid
PAY003235,O003235,PayPal,352.33,Paid
PAY003236,O003236,PayPal,273.4,Paid
PAY003237,O003237,Card,54.01,Paid
PAY003238,O003238,Card,119.19,Paid
PAY003239,O003239,Card,346.7,Paid
PAY003240,O003240,Apple Pay,468.34,Paid
PAY003241,O003241,PayPal,1190.16,Paid
PAY003242,O003242,Apple Pay,747.99,Paid
PAY003243,O003243,Apple Pay,2043.03,Paid
PAY003244,O003244,Google Pay,1667.05,Paid
PAY003245,O003245,PayPal,483.19,Paid
PAY003246,O003246,PayPal,466.22,Paid
PAY003247,O003247,Google Pay,832.36,Paid
PAY003248,O003248,Card,642.11,Paid
PAY003249,O003249,PayPal,232.4,Paid
PAY003250,O003250,PayPal,283.69,Paid
PAY003251,O003251,Google Pay,58.92,Paid
PAY003252,O003252,Card,444.9,Paid
PAY003253,O003253,Card,1416.0,Paid
PAY003254,O003254,Google Pay,1256.02,Paid
PAY003255,O003255,Card,874.98,Paid
PAY003256,O003256,Apple Pay,321.03,Paid
PAY003257,O003257,PayPal,662.54,Failed
PAY003258,O003258,Card,687.83,Paid
PAY003259,O003259,Card,201.95,Paid
PAY003260,O003260,Card,474.2,Paid
PAY003261,O003261,PayPal,1057.66,Paid
PAY003262,O003262,Card,11.01,Paid
PAY003263,O003263,Card,902.86,Paid
PAY003264,O003264,PayPal,104.19,Paid
PAY003265,O003265,PayPal,81.79,Paid
PAY003266,O003266,Apple Pay,387.19,Paid
PAY003267,O003267,PayPal,129.98,Paid
PAY003268,O003268,Google Pay,801.42,Paid
PAY003269,O003269,Google Pay,128.58,Paid
PAY003270,O003270,Apple Pay,464.7,Paid
PAY003271,O003271,Card,405.28,Paid
PAY003272,O003272,Google Pay,304.06,Paid
PAY003273,O003273,Apple Pay,174.06,Paid
PAY003274,O003274,Apple Pay,217.04,Paid
PAY003275,O003275,Card,31.33,Paid
PAY003276,O003276,Card,42.04,Paid
PAY003277,O003277,Card,538.9,Paid
PAY003278,O003278,Card,666.35,Paid
PAY003279,O003279,Card,1116.34,Paid
PAY003280,O003280,Card,109.1,Paid
PAY003281,O003281,Card,265.62,Paid
PAY003282,O003282,Card,620.25,Refunded
PAY003283,O003283,Card,587.91,Paid
PAY003284,O003284,Card,296.61,Paid
PAY003285,O003285,PayPal,144.38,Paid
PAY003286,O003286,Card,1913.57,Paid
PAY003287,O003287,Apple Pay,992.11,Refunded
PAY003288,O003288,Card,113.86,Paid
PAY003289,O003289,Card,64.52,Paid
PAY003290,O003290,Card,78.75,Paid
PAY003291,O003291,Card,1368.7,Paid
PAY003292,O003292,Apple Pay,1251.29,Failed
PAY003293,O003293,PayPal,1136.0,Paid
PAY003294,O003294,PayPal,2011.53,Paid
PAY003295,O003295,Google Pay,2890.89,Paid
PAY003296,O003296,Apple Pay,724.24,Paid
PAY003297,O003297,Card,359.38,Paid
PAY003298,O003298,Card,202.42,Paid
PAY003299,O003299,Card,1869.11,Paid
PAY003300,O003300,Card,709.15,Paid
PAY003301,O003301,Card,356.12,Paid
PAY003302,O003302,Card,322.4,Paid
PAY003303,O003303,Card,1371.32,Paid
PAY003304,O003304,Apple Pay,626.62,Failed
PAY003305,O003305,Card,1357.42,Paid
PAY003306,O003306,Card,211.88,Paid
PAY003307,O003307,Card,648.3,Paid
PAY003308,O003308,PayPal,949.96,Paid
PAY003309,O003309,Card,381.06,Paid
PAY003310,O003310,Apple Pay,1880.21,Paid
PAY003311,O003311,Card,1148.42,Paid
PAY003312,O003312,Apple Pay,1114.76,Paid
PAY003313,O003313,PayPal,1090.92,Paid
PAY003314,O003314,Card,199.3,Refunded
PAY003315,O003315,Card,980.98,Paid
PAY003316,O003316,Card,591.54,Paid
PAY003317,O003317,Google Pay,386.81,Paid
PAY003318,O003318,Card,879.53,Paid
PAY003319,O003319,PayPal,1545.9,Paid
PAY003320,O003320,Card,722.02,Paid
PAY003321,O003321,PayPal,1009.42,Paid
PAY003322,O003322,Card,143.1,Paid
PAY003323,O003323,PayPal,165.0,Paid
PAY003324,O003324,Card,974.35,Paid
PAY003325,O003325,Card,195.97,Paid
PAY003326,O003326,Card,1033.06,Refunded
PAY003327,O003327,Card,194.62,Paid
PAY003328,O003328,Google Pay,930.66,Paid
PAY003329,O003329,Apple Pay,106.84,Paid
PAY003330,O003330,Card,514.37,Paid
PAY003331,O003331,Card,688.44,Paid
PAY003332,O003332,PayPal,326.2,Paid
PAY003333,O003333,PayPal,423.59,Paid
PAY003334,O003334,Card,856.45,Paid
PAY003335,O003335,Card,720.1,Paid
PAY003336,O003336,Card,426.84,Paid
PAY003337,O003337,PayPal,92.45,Paid
PAY003338,O003338,Card,1817.43,Paid
PAY003339,O003339,Card,1465.22,Paid
PAY003340,O003340,Apple Pay,334.26,Paid
PAY003341,O003341,Apple Pay,223.09,Paid
PAY003342,O003342,PayPal,823.07,Paid
PAY003343,O003343,Apple Pay,475.23,Paid
PAY003344,O003344,Card,1303.24,Paid
PAY003345,O003345,Google Pay,383.8,Paid
PAY003346,O003346,Card,626.03,Paid
PAY003347,O003347,Card,108.32,Paid
PAY003348,O003348,Card,624.36,Paid
PAY003349,O003349,Card,231.32,Paid
PAY003350,O003350,Card,495.74,Paid
PAY003351,O003351,Card,149.06,Paid
PAY003352,O003352,Apple Pay,1656.47,Paid
PAY003353,O003353,PayPal,408.28,Paid
PAY003354,O003354,Google Pay,210.49,Paid
PAY003355,O003355,Card,724.01,Paid
PAY003356,O003356,Card,2361.03,Paid
PAY003357,O003357,Card,1952.39,Paid
PAY003358,O003358,PayPal,2352.88,Paid
PAY003359,O003359,Google Pay,2396.34,Paid
PAY003360,O003360,Card,296.4,Paid
PAY003361,O003361,Apple Pay,278.69,Refunded
PAY003362,O003362,Card,929.12,Paid
PAY003363,O003363,Card,309.94,Paid
PAY003364,O003364,Apple Pay,98.75,Paid
PAY003365,O003365,PayPal,800.88,Paid
PAY003366,O003366,PayPal,305.96,Paid
PAY003367,O003367,Google Pay,760.23,Paid
PAY003368,O003368,Card,347.43,Paid
PAY003369,O003369,Card,351.24,Paid
PAY003370,O003370,Apple Pay,2044.78,Paid
PAY003371,O003371,PayPal,850.1,Paid
PAY003372,O003372,Card,154.82,Failed
PAY003373,O003373,Card,2467.14,Paid
PAY003374,O003374,Apple Pay,1305.04,Paid
PAY003375,O003375,Google Pay,549.79,Paid
PAY003376,O003376,Apple Pay,1496.53,Paid
PAY003377,O003377,Card,269.65,Paid
PAY003378,O003378,Google Pay,1519.59,Failed
PAY003379,O003379,PayPal,101.09,Paid
PAY003380,O003380,Card,101.46,Paid
PAY003381,O003381,PayPal,43.83,Paid
PAY003382,O003382,Card,1481.7,Paid
PAY003383,O003383,PayPal,669.82,Paid
PAY003384,O003384,Card,293.43,Paid
PAY003385,O003385,Card,896.17,Paid
PAY003386,O003386,Apple Pay,2688.48,Paid
PAY003387,O003387,Apple Pay,285.66,Paid
