delivery_id,order_id,promised_date,delivery_date,delay_days,delivery_status
D002420,O002580,2025-09-30,2025-10-03,3,Late
D002421,O002581,2026-01-29,2026-01-29,0,On Time
D002422,O002582,2026-06-21,2026-06-21,0,On Time
D002423,O002583,2025-05-29,2025-05-28,0,On Time
D002424,O002584,2026-05-21,2026-05-21,0,On Time
D002425,O002585,2026-07-24,2026-07-24,0,On Time
D002426,O002586,2026-08-03,2026-08-07,4,Late
D002427,O002587,2025-11-05,2025-11-04,0,On Time
D002428,O002588,2025-10-12,2025-10-11,0,On Time
D002429,O002589,2026-03-17,2026-03-16,0,On Time
D002430,O002590,2026-08-10,2026-08-10,0,On Time
D002431,O002591,2026-08-09,2026-08-13,4,Late
D002432,O002593,2026-06-17,2026-06-17,0,On Time
D002433,O002594,2026-07-14,2026-07-13,0,On Time
D002434,O002595,2026-05-19,2026-05-19,0,On Time
D002435,O002596,2026-08-05,2026-08-05,0,On Time
D002436,O002597,2026-07-13,2026-07-13,0,On Time
D002437,O002599,2026-04-22,2026-04-22,0,On Time
D002438,O002601,2026-01-05,2026-01-05,0,On Time
D002439,O002602,2025-10-27,2025-10-26,0,On Time
D002440,O002603,2025-02-05,2025-02-05,0,On Time
D002441,O002604,2026-06-30,2026-06-30,0,On Time
D002442,O002605,2026-06-13,2026-06-12,0,On Time
D002443,O002606,2026-05-15,2026-05-15,0,On Time
D002444,O002607,2025-03-11,2025-03-11,0,On Time
D002445,O002608,2026-03-13,2026-03-13,0,On Time
D002446,O002609,2025-10-29,2025-10-28,0,On Time
D002447,O002610,2026-02-18,2026-02-18,0,On Time
D002448,O002611,2025-04-17,2025-04-17,0,On Time
D002449,O002612,2026-02-19,2026-02-18,0,On Time
D002450,O002613,2025-10-21,2025-10-21,0,On Time
D002451,O002614,2026-07-31,2026-07-31,0,On Time
D002452,O002615,2026-02-07,2026-02-07,0,On Time
D002453,O002616,2026-04-04,2026-04-04,0,On Time
D002454,O002617,2025-09-23,2025-09-27,4,Late
D002455,O002618,2026-03-08,2026-03-08,0,On Time
D002456,O002619,2025-09-22,2025-09-22,0,On Time
D002457,O002620,2026-06-13,2026-06-13,0,On Time
D002458,O002621,2026-03-10,2026-03-10,0,On Time
D002459,O002622,2026-03-18,2026-03-18,0,On Time
D002460,O002623,2026-04-19,2026-04-19,0,On Time
D002461,O002624,2026-04-04,2026-04-04,0,On Time
D002462,O002625,2026-02-03,2026-02-03,0,On Time
D002463,O002626,2026-07-13,2026-07-13,0,On Time
D002464,O002628,2026-04-08,2026-04-08,0,On Time
D002465,O002629,2026-05-28,2026-05-28,0,On Time
D002466,O002630,2026-01-09,2026-01-09,0,On Time
D002467,O002631,2025-09-10,2025-09-09,0,On Time
D002468,O002632,2025-12-22,2025-12-21,0,On Time
D002469,O002634,2025-12-10,2025-12-09,0,On Time
D002470,O002636,2026-06-03,2026-06-07,4,Late
D002471,O002637,2026-05-08,2026-05-08,0,On Time
D002472,O002638,2026-01-20,2026-01-23,3,Late
D002473,O002639,2026-04-15,2026-04-14,0,On Time
D002474,O002640,2025-09-24,2025-09-24,0,On Time
D002475,O002641,2026-06-18,2026-06-18,0,On Time
D002476,O002642,2025-12-14,2025-12-14,0,On Time
D002477,O002643,2026-04-20,2026-04-20,0,On Time
D002478,O002645,2025-09-08,2025-09-08,0,On Time
D002479,O002646,2026-01-28,2026-01-28,0,On Time
D002480,O002647,2025-08-19,2025-08-21,2,Late
D002481,O002648,2026-05-26,2026-05-26,0,On Time
D002482,O002649,2025-11-18,2025-11-17,0,On Time
D002483,O002650,2026-05-16,2026-05-23,7,Late
D002484,O002651,2026-03-31,2026-03-30,0,On Time
D002485,O002652,2026-01-21,2026-01-25,4,Late
D002486,O002653,2026-05-13,2026-05-13,0,On Time
D002487,O002654,2025-08-13,2025-08-12,0,On Time
D002488,O002655,2026-08-10,2026-08-10,0,On Time
D002489,O002656,2026-04-04,2026-04-08,4,Late
D002490,O002657,2025-12-08,2025-12-15,7,Late
D002491,O002658,2026-01-18,2026-01-24,6,Late
D002492,O002660,2026-06-19,2026-06-24,5,Late
D002493,O002661,2025-11-22,2025-11-28,6,Late
D002494,O002662,2026-06-16,2026-06-16,0,On Time
D002495,O002663,2026-01-02,2026-01-02,0,On Time
D002496,O002664,2025-12-25,2025-12-25,0,On Time
D002497,O002665,2026-05-20,2026-05-20,0,On Time
D002498,O002667,2026-07-24,2026-07-24,0,On Time
D002499,O002669,2026-04-04,2026-04-04,0,On Time
D002500,O002670,2026-02-07,2026-02-06,0,On Time
D002501,O002671,2026-02-07,2026-02-07,0,On Time
D002502,O002672,2026-04-11,2026-04-10,0,On Time
D002503,O002674,2025-10-20,2025-10-20,0,On Time
D002504,O002675,2025-11-04,2025-11-04,0,On Time
D002505,O002676,2026-08-17,2026-08-22,5,Late
D002506,O002677,2026-07-09,2026-07-09,0,On Time
D002507,O002678,2026-03-21,2026-03-25,4,Late
D002508,O002679,2026-06-14,2026-06-14,0,On Time
D002509,O002680,2025-10-23,2025-10-23,0,On Time
D002510,O002681,2026-02-01,2026-02-01,0,On Time
D002511,O002682,2026-05-30,2026-05-30,0,On Time
D002512,O002683,2026-05-15,2026-05-15,0,On Time
D002513,O002684,2025-07-09,2025-07-09,0,On Time
D002514,O002685,2026-01-15,2026-01-15,0,On Time
D002515,O002686,2026-08-01,2026-07-31,0,On Time
D002516,O002687,2025-08-01,2025-08-01,0,On Time
D002517,O002688,2026-03-19,2026-03-19,0,On Time
D002518,O002689,2026-08-06,2026-08-05,0,On Time
D002519,O002690,2025-11-26,2025-12-03,7,Late
D002520,O002691,2025-11-08,2025-11-08,0,On Time
D002521,O002692,2026-02-23,2026-02-22,0,On Time
D002522,O002693,2025-06-11,2025-06-12,1,Late
D002523,O002694,2026-06-04,2026-06-04,0,On Time
D002524,O002695,2026-08-01,2026-08-01,0,On Time
D002525,O002696,2026-07-28,2026-07-31,3,Late
D002526,O002697,2026-06-10,2026-06-10,0,On Time
D002527,O002698,2026-06-09,2026-06-09,0,On Time
D002528,O002700,2026-06-02,2026-06-02,0,On Time
D002529,O002701,2026-07-03,2026-07-03,0,On Time
D002530,O002702,2026-02-10,2026-02-11,1,Late
D002531,O002703,2026-05-04,2026-05-03,0,On Time
D002532,O002704,2025-08-28,2025-08-28,0,On Time
D002533,O002705,2026-03-26,2026-03-25,0,On Time
D002534,O002706,2026-04-18,2026-04-18,0,On Time
D002535,O002708,2026-05-25,2026-05-25,0,On Time
D002536,O002709,2026-07-01,2026-07-01,0,On Time
D002537,O002710,2026-01-23,2026-01-23,0,On Time
D002538,O002711,2026-04-24,2026-04-24,0,On Time
D002539,O002712,2025-10-17,2025-10-17,0,On Time
D002540,O002713,2026-07-15,2026-07-15,0,On Time
D002541,O002714,2026-02-18,2026-02-18,0,On Time
D002542,O002715,2026-01-01,2026-01-08,7,Late
D002543,O002716,2026-01-30,2026-01-30,0,On Time
D002544,O002717,2026-02-25,2026-02-25,0,On Time
D002545,O002718,2026-06-26,2026-06-26,0,On Time
D002546,O002719,2026-05-17,2026-05-17,0,On Time
D002547,O002720,2026-08-17,2026-08-17,0,On Time
D002548,O002721,2025-08-15,2025-08-15,0,On Time
D002549,O002722,2026-03-04,2026-03-04,0,On Time
D002550,O002724,2026-04-06,2026-04-06,0,On Time
D002551,O002725,2026-04-24,2026-04-24,0,On Time
D002552,O002726,2025-12-25,2025-12-25,0,On Time
D002553,O002727,2026-04-17,2026-04-17,0,On Time
D002554,O002729,2026-02-13,2026-02-13,0,On Time
D002555,O002730,2026-02-04,2026-02-04,0,On Time
D002556,O002731,2025-12-18,2025-12-17,0,On Time
D002557,O002732,2026-04-12,2026-04-12,0,On Time
D002558,O002733,2026-07-09,2026-07-09,0,On Time
D002559,O002734,2025-05-09,2025-05-09,0,On Time
D002560,O002735,2026-03-09,2026-03-09,0,On Time
D002561,O002736,2026-01-28,2026-01-28,0,On Time
D002562,O002737,2025-08-20,2025-08-20,0,On Time
D002563,O002738,2026-06-20,2026-06-20,0,On Time
D002564,O002739,2025-04-06,2025-04-05,0,On Time
D002565,O002740,2026-07-07,2026-07-08,1,Late
D002566,O002741,2026-07-06,2026-07-06,0,On Time
D002567,O002742,2026-05-19,2026-05-19,0,On Time
D002568,O002743,2026-05-17,2026-05-17,0,On Time
D002569,O002744,2025-05-02,2025-05-02,0,On Time
D002570,O002745,2025-10-19,2025-10-19,0,On Time
D002571,O002746,2025-09-10,2025-09-15,5,Late
D002572,O002747,2025-12-13,2025-12-13,0,On Time
D002573,O002749,2026-06-26,2026-06-30,4,Late
D002574,O002750,2026-07-13,2026-07-13,0,On Time
D002575,O002751,2026-05-18,2026-05-18,0,On Time
D002576,O002752,2026-02-13,2026-02-13,0,On Time
D002577,O002753,2026-05-02,2026-05-03,1,Late
D002578,O002754,2026-05-21,2026-05-27,6,Late
D002579,O002755,2026-06-18,2026-06-18,0,On Time
D002580,O002756,2026-06-23,2026-06-25,2,Late
D002581,O002757,2025-12-05,2025-12-05,0,On Time
D002582,O002758,2025-12-19,2025-12-19,0,On Time
D002583,O002760,2025-10-01,2025-10-01,0,On Time
D002584,O002761,2025-03-09,2025-03-14,5,Late
D002585,O002762,2026-06-16,2026-06-18,2,Late
D002586,O002763,2026-05-23,2026-05-23,0,On Time
D002587,O002764,2025-09-08,2025-09-08,0,On Time
D002588,O002765,2026-02-05,2026-02-08,3,Late
D002589,O002766,2026-06-05,2026-06-05,0,On Time
D002590,O002767,2026-01-09,2026-01-12,3,Late
D002591,O002768,2026-05-06,2026-05-06,0,On Time
D002592,O002769,2025-12-18,2025-12-18,0,On Time
D002593,O002770,2026-04-12,2026-04-12,0,On Time
D002594,O002771,2026-08-05,2026-08-05,0,On Time
D002595,O002772,2026-08-12,2026-08-12,0,On Time
D002596,O002773,2026-07-30,2026-07-31,1,Late
D002597,O002774,2025-12-28,2025-12-28,0,On Time
D002598,O002775,2025-09-18,2025-09-18,0,On Time
D002599,O002777,2026-06-26,2026-06-26,0,On Time
D002600,O002778,2026-03-01,2026-03-01,0,On Time
D002601,O002779,2025-09-27,2025-09-27,0,On Time
D002602,O002780,2026-04-23,2026-04-23,0,On Time
D002603,O002781,2026-01-13,2026-01-13,0,On Time
D002604,O002782,2026-04-12,2026-04-12,0,On Time
D002605,O002783,2026-05-07,2026-05-12,5,Late
D002606,O002784,2026-04-03,2026-04-10,7,Late
D002607,O002785,2026-05-12,2026-05-12,0,On Time
D002608,O002786,2025-12-15,2025-12-15,0,On Time
D002609,O002787,2026-05-07,2026-05-12,5,Late
D002610,O002788,2026-08-09,2026-08-09,0,On Time
D002611,O002789,2025-06-15,2025-06-15,0,On Time
D002612,O002790,2026-04-28,2026-04-28,0,On Time
D002613,O002791,2026-03-18,2026-03-18,0,On Time
D002614,O002792,2026-03-31,2026-03-31,0,On Time
D002615,O002793,2026-08-04,2026-08-04,0,On Time
D002616,O002794,2026-08-07,2026-08-06,0,On Time
D002617,O002795,2026-07-12,2026-07-12,0,On Time
D002618,O002796,2026-02-27,2026-02-27,0,On Time
D002619,O002797,2026-04-01,2026-04-01,0,On Time
D002620,O002799,2025-08-07,2025-08-07,0,On Time
D002621,O002800,2025-11-06,2025-11-13,7,Late
D002622,O002801,2026-03-27,2026-03-27,0,On Time
D002623,O002802,2026-07-27,2026-07-27,0,On Time
D002624,O002803,2026-05-31,2026-06-04,4,Late
D002625,O002805,2025-11-18,2025-11-17,0,On Time
D002626,O002806,2026-01-11,2026-01-11,0,On Time
D002627,O002807,2025-11-21,2025-11-21,0,On Time
D002628,O002808,2025-11-06,2025-11-06,0,On Time
D002629,O002809,2026-04-17,2026-04-16,0,On Time
D002630,O002810,2025-09-12,2025-09-12,0,On Time
D002631,O002811,2026-08-01,2026-08-01,0,On Time
D002632,O002812,2026-07-06,2026-07-06,0,On Time
D002633,O002813,2026-05-02,2026-05-02,0,On Time
D002634,O002814,2026-02-01,2026-02-01,0,On Time
D002635,O002815,2026-08-06,2026-08-11,5,Late
D002636,O002816,2025-07-22,2025-07-22,0,On Time
D002637,O002817,2026-06-02,2026-06-02,0,On Time
D002638,O002818,2026-05-01,2026-05-04,3,Late
D002639,O002819,2026-06-12,2026-06-12,0,On Time
D002640,O002820,2026-04-12,2026-04-16,4,Late
D002641,O002821,2026-07-07,2026-07-07,0,On Time
D002642,O002822,2025-11-27,2025-11-27,0,On Time
D002643,O002823,2026-07-11,2026-07-11,0,On Time
D002644,O002824,2025-09-24,2025-09-24,0,On Time
D002645,O002825,2026-01-14,2026-01-14,0,On Time
D002646,O002826,2025-10-18,2025-10-18,0,On Time
D002647,O002827,2026-03-13,2026-03-13,0,On Time
D002648,O002828,2026-07-18,2026-07-18,0,On Time
D002649,O002829,2025-12-09,2025-12-08,0,On Time
D002650,O002830,2026-01-31,2026-02-02,2,Late
D002651,O002831,2026-01-11,2026-01-11,0,On Time
D002652,O002832,2026-05-22,2026-05-22,0,On Time
D002653,O002833,2026-06-20,2026-06-27,7,Late
D002654,O002834,2025-10-23,2025-10-26,3,Late
D002655,O002835,2026-01-18,2026-01-22,4,Late
D002656,O002837,2025-08-23,2025-08-23,0,On Time
D002657,O002838,2026-06-04,2026-06-04,0,On Time
D002658,O002839,2026-06-28,2026-06-28,0,On Time
D002659,O002841,2025-04-27,2025-04-27,0,On Time
D002660,O002843,2026-06-06,2026-06-06,0,On Time
D002661,O002844,2026-07-15,2026-07-15,0,On Time
D002662,O002845,2025-07-31,2025-07-31,0,On Time
D002663,O002846,2025-06-16,2025-06-16,0,On Time
D002664,O002847,2026-01-03,2026-01-03,0,On Time
D002665,O002848,2026-03-25,2026-03-25,0,On Time
D002666,O002849,2025-10-17,2025-10-23,6,Late
D002667,O002850,2026-05-13,2026-05-18,5,Late
D002668,O002851,2026-04-07,2026-04-07,0,On Time
D002669,O002852,2025-08-26,2025-08-26,0,On Time
D002670,O002854,2026-03-14,2026-03-14,0,On Time
D002671,O002855,2025-06-28,2025-06-28,0,On Time
D002672,O002856,2026-03-02,2026-03-01,0,On Time
D002673,O002857,2026-02-20,2026-02-20,0,On Time
D002674,O002858,2026-06-18,2026-06-18,0,On Time
D002675,O002859,2026-05-16,2026-05-16,0,On Time
D002676,O002860,2026-06-04,2026-06-06,2,Late
D002677,O002861,2025-09-09,2025-09-08,0,On Time
D002678,O002862,2025-08-20,2025-08-23,3,Late
D002679,O002864,2025-08-26,2025-08-26,0,On Time
D002680,O002865,2026-07-09,2026-07-09,0,On Time
D002681,O002866,2026-02-01,2026-02-01,0,On Time
D002682,O002867,2026-04-27,2026-04-26,0,On Time
D002683,O002868,2026-04-30,2026-04-30,0,On Time
D002684,O002869,2025-06-21,2025-06-21,0,On Time
D002685,O002870,2026-01-15,2026-01-19,4,Late
D002686,O002871,2026-01-27,2026-02-02,6,Late
D002687,O002872,2025-08-09,2025-08-09,0,On Time
D002688,O002873,2026-06-03,2026-06-03,0,On Time
D002689,O002874,2026-06-05,2026-06-05,0,On Time
D002690,O002875,2026-08-09,2026-08-09,0,On Time
D002691,O002876,2026-07-10,2026-07-10,0,On Time
D002692,O002877,2025-11-05,2025-11-05,0,On Time
D002693,O002878,2026-06-26,2026-06-26,0,On Time
D002694,O002879,2025-04-03,2025-04-03,0,On Time
D002695,O002880,2025-10-26,2025-10-26,0,On Time
D002696,O002881,2026-08-19,2026-08-19,0,On Time
D002697,O002882,2026-04-20,2026-04-20,0,On Time
D002698,O002883,2025-11-25,2025-11-25,0,On Time
D002699,O002885,2026-01-14,2026-01-14,0,On Time
D002700,O002886,2026-06-01,2026-06-01,0,On Time
D002701,O002887,2026-05-16,2026-05-20,4,Late
D002702,O002888,2026-08-16,2026-08-16,0,On Time
D002703,O002889,2026-07-24,2026-07-24,0,On Time
D002704,O002890,2025-07-29,2025-07-29,0,On Time
D002705,O002891,2026-06-03,2026-06-02,0,On Time
D002706,O002892,2026-07-21,2026-07-21,0,On Time
D002707,O002893,2026-06-10,2026-06-10,0,On Time
D002708,O002894,2026-06-28,2026-06-28,0,On Time
D002709,O002895,2026-05-11,2026-05-11,0,On Time
D002710,O002896,2026-03-11,2026-03-11,0,On Time
D002711,O002897,2026-06-07,2026-06-07,0,On Time
D002712,O002898,2026-07-04,2026-07-04,0,On Time
D002713,O002899,2026-05-31,2026-05-31,0,On Time
D002714,O002900,2026-05-03,2026-05-04,1,Late
D002715,O002901,2026-08-09,2026-08-09,0,On Time
D002716,O002902,2026-07-28,2026-07-28,0,On Time
D002717,O002903,2025-06-24,2025-07-01,7,Late
D002718,O002904,2026-01-27,2026-01-27,0,On Time
D002719,O002905,2026-02-26,2026-02-25,0,On Time
D002720,O002906,2025-11-27,2025-11-27,0,On Time
D002721,O002907,2026-08-21,2026-08-20,0,On Time
D002722,O002908,2025-07-19,2025-07-19,0,On Time
D002723,O002909,2026-05-29,2026-05-29,0,On Time
D002724,O002910,2025-06-19,2025-06-19,0,On Time
D002725,O002911,2026-04-12,2026-04-12,0,On Time
D002726,O002912,2025-08-04,2025-08-04,0,On Time
D002727,O002914,2026-03-23,2026-03-23,0,On Time
D002728,O002915,2026-05-27,2026-05-27,0,On Time
D002729,O002916,2026-02-10,2026-02-10,0,On Time
D002730,O002917,2026-08-09,2026-08-11,2,Late
D002731,O002918,2026-03-31,2026-03-31,0,On Time
D002732,O002919,2026-07-15,2026-07-15,0,On Time
D002733,O002920,2025-10-04,2025-10-04,0,On Time
D002734,O002921,2025-04-20,2025-04-20,0,On Time
D002735,O002922,2025-05-05,2025-05-05,0,On Time
D002736,O002923,2026-07-25,2026-07-25,0,On Time
D002737,O002924,2025-07-03,2025-07-03,0,On Time
D002738,O002925,2026-07-03,2026-07-02,0,On Time
D002739,O002926,2026-05-05,2026-05-06,1,Late
D002740,O002927,2026-06-12,2026-06-12,0,On Time
D002741,O002928,2025-09-01,2025-09-01,0,On Time
D002742,O002929,2026-01-16,2026-01-16,0,On Time
D002743,O002930,2026-08-08,2026-08-08,0,On Time
D002744,O002931,2025-10-28,2025-10-27,0,On Time
D002745,O002932,2026-03-23,2026-03-23,0,On Time
D002746,O002933,2025-12-25,2025-12-31,6,Late
D002747,O002934,2025-10-23,2025-10-23,0,On Time
D002748,O002935,2026-05-30,2026-05-30,0,On Time
D002749,O002936,2026-07-19,2026-07-19,0,On Time
D002750,O002937,2026-04-11,2026-04-10,0,On Time
D002751,O002938,2025-06-13,2025-06-13,0,On Time
D002752,O002939,2026-06-15,2026-06-15,0,On Time
D002753,O002940,2026-03-27,2026-03-27,0,On Time
D002754,O002941,2026-05-08,2026-05-10,2,Late
D002755,O002942,2026-04-16,2026-04-17,1,Late
D002756,O002943,2025-09-13,2025-09-13,0,On Time
D002757,O002944,2026-06-02,2026-06-05,3,Late
D002758,O002945,2025-05-08,2025-05-08,0,On Time
D002759,O002946,2025-03-28,2025-03-27,0,On Time
D002760,O002947,2026-01-13,2026-01-13,0,On Time
D002761,O002948,2026-04-13,2026-04-13,0,On Time
D002762,O002949,2026-05-18,2026-05-23,5,Late
D002763,O002950,2026-07-02,2026-07-02,0,On Time
D002764,O002951,2025-07-24,2025-07-24,0,On Time
D002765,O002952,2025-11-19,2025-11-18,0,On Time
D002766,O002953,2025-09-05,2025-09-05,0,On Time
D002767,O002954,2026-02-07,2026-02-07,0,On Time
D002768,O002956,2026-03-01,2026-03-01,0,On Time
D002769,O002957,2025-07-16,2025-07-16,0,On Time
D002770,O002958,2026-07-31,2026-07-31,0,On Time
D002771,O002959,2026-06-07,2026-06-07,0,On Time
D002772,O002960,2026-07-19,2026-07-19,0,On Time
D002773,O002962,2025-12-19,2025-12-19,0,On Time
D002774,O002963,2025-08-23,2025-08-23,0,On Time
D002775,O002964,2025-04-10,2025-04-09,0,On Time
D002776,O002965,2026-03-12,2026-03-12,0,On Time
D002777,O002966,2026-07-14,2026-07-13,0,On Time
D002778,O002967,2026-02-21,2026-02-21,0,On Time
D002779,O002968,2025-12-31,2025-12-31,0,On Time
D002780,O002969,2026-03-03,2026-03-03,0,On Time
D002781,O002970,2026-08-04,2026-08-04,0,On Time
D002782,O002971,2025-10-12,2025-10-12,0,On Time
D002783,O002972,2025-11-01,2025-11-01,0,On Time
D002784,O002973,2026-06-27,2026-06-27,0,On Time
D002785,O002974,2026-05-13,2026-05-15,2,Late
D002786,O002975,2026-08-09,2026-08-09,0,On Time
D002787,O002976,2026-07-08,2026-07-07,0,On Time
D002788,O002977,2025-12-27,2025-12-27,0,On Time
D002789,O002978,2026-06-17,2026-06-17,0,On Time
D002790,O002979,2025-10-16,2025-10-16,0,On Time
D002791,O002980,2026-01-05,2026-01-07,2,Late
D002792,O002981,2026-06-08,2026-06-08,0,On Time
D002793,O002982,2026-07-14,2026-07-14,0,On Time
D002794,O002983,2026-05-20,2026-05-19,0,On Time
D002795,O002984,2026-04-22,2026-04-24,2,Late
D002796,O002985,2025-12-08,2025-12-08,0,On Time
D002797,O002986,2025-08-18,2025-08-18,0,On Time
D002798,O002987,2026-05-29,2026-05-29,0,On Time
D002799,O002988,2026-07-01,2026-07-01,0,On Time
D002800,O002989,2026-04-14,2026-04-14,0,On Time
D002801,O002990,2026-05-12,2026-05-11,0,On Time
D002802,O002991,2026-06-19,2026-06-25,6,Late
D002803,O002992,2026-01-14,2026-01-13,0,On Time
D002804,O002993,2025-03-20,2025-03-20,0,On Time
D002805,O002994,2026-06-08,2026-06-08,0,On Time
D002806,O002995,2025-10-25,2025-10-25,0,On Time
D002807,O002996,2025-09-21,2025-09-21,0,On Time
D002808,O002997,2025-07-28,2025-07-31,3,Late
D002809,O002998,2025-09-03,2025-09-03,0,On Time
D002810,O002999,2026-07-20,2026-07-19,0,On Time
D002811,O003000,2025-07-28,2025-07-27,0,On Time
D002812,O003001,2026-08-15,2026-08-15,0,On Time
D002813,O003002,2026-04-10,2026-04-09,0,On Time
D002814,O003003,2026-07-04,2026-07-04,0,On Time
D002815,O003004,2026-06-27,2026-06-27,0,On Time
D002816,O003005,2026-02-27,2026-02-27,0,On Time
D002817,O003006,2025-11-29,2025-11-29,0,On Time
D002818,O003008,2026-01-03,2026-01-03,0,On Time
D002819,O003009,2025-07-02,2025-07-05,3,Late
D002820,O003010,2025-04-08,2025-04-11,3,Late
D002821,O003011,2026-04-11,2026-04-11,0,On Time
D002822,O003012,2025-07-06,2025-07-06,0,On Time
D002823,O003013,2026-05-29,2026-05-28,0,On Time
D002824,O003014,2025-08-10,2025-08-12,2,Late
D002825,O003015,2026-08-12,2026-08-19,7,Late
D002826,O003016,2026-07-04,2026-07-04,0,On Time
D002827,O003017,2026-01-16,2026-01-16,0,On Time
D002828,O003018,2025-09-15,2025-09-15,0,On Time
D002829,O003019,2026-07-18,2026-07-18,0,On Time
D002830,O003020,2026-08-04,2026-08-11,7,Late
D002831,O003021,2026-01-15,2026-01-14,0,On Time
D002832,O003022,2026-07-02,2026-07-02,0,On Time
D002833,O003023,2026-02-24,2026-02-24,0,On Time
D002834,O003024,2025-04-29,2025-05-01,2,Late
D002835,O003025,2026-04-15,2026-04-15,0,On Time
D002836,O003026,2026-04-13,2026-04-12,0,On Time
D002837,O003027,2026-02-20,2026-02-20,0,On Time
D002838,O003028,2026-07-18,2026-07-18,0,On Time
D002839,O003029,2026-08-15,2026-08-15,0,On Time
D002840,O003030,2025-10-13,2025-10-20,7,Late
D002841,O003031,2026-08-09,2026-08-09,0,On Time
D002842,O003032,2026-01-21,2026-01-21,0,On Time
D002843,O003033,2026-02-23,2026-02-23,0,On Time
D002844,O003034,2025-06-28,2025-06-28,0,On Time
D002845,O003035,2025-08-19,2025-08-18,0,On Time
D002846,O003036,2026-04-20,2026-04-20,0,On Time
D002847,O003037,2026-04-24,2026-04-24,0,On Time
D002848,O003038,2026-03-24,2026-03-24,0,On Time
D002849,O003039,2026-04-19,2026-04-19,0,On Time
D002850,O003040,2025-12-31,2025-12-30,0,On Time
D002851,O003041,2026-03-26,2026-03-26,0,On Time
D002852,O003042,2026-07-10,2026-07-10,0,On Time
D002853,O003043,2025-10-25,2025-10-24,0,On Time
D002854,O003044,2026-01-26,2026-01-26,0,On Time
D002855,O003045,2026-05-23,2026-05-23,0,On Time
D002856,O003046,2026-07-23,2026-07-29,6,Late
D002857,O003047,2026-05-27,2026-05-28,1,Late
D002858,O003048,2026-05-01,2026-05-06,5,Late
D002859,O003049,2026-07-22,2026-07-22,0,On Time
D002860,O003050,2025-10-16,2025-10-16,0,On Time
D002861,O003051,2026-07-15,2026-07-15,0,On Time
D002862,O003052,2026-06-09,2026-06-09,0,On Time
D002863,O003053,2026-07-04,2026-07-10,6,Late
D002864,O003054,2025-11-14,2025-11-14,0,On Time
D002865,O003055,2026-04-09,2026-04-09,0,On Time
D002866,O003056,2026-05-29,2026-05-29,0,On Time
D002867,O003057,2026-08-21,2026-08-21,0,On Time
D002868,O003058,2026-01-16,2026-01-16,0,On Time
D002869,O003059,2025-08-03,2025-08-03,0,On Time
D002870,O003060,2026-03-29,2026-04-02,4,Late
D002871,O003061,2026-01-03,2026-01-03,0,On Time
D002872,O003062,2026-02-24,2026-02-24,0,On Time
D002873,O003063,2026-03-28,2026-03-28,0,On Time
D002874,O003065,2025-07-08,2025-07-08,0,On Time
D002875,O003066,2025-12-14,2025-12-14,0,On Time
D002876,O003067,2026-04-02,2026-04-02,0,On Time
D002877,O003068,2025-07-05,2025-07-04,0,On Time
D002878,O003069,2026-06-05,2026-06-04,0,On Time
D002879,O003070,2026-03-30,2026-03-29,0,On Time
D002880,O003071,2026-08-21,2026-08-21,0,On Time
D002881,O003072,2026-04-28,2026-04-28,0,On Time
D002882,O003073,2026-07-14,2026-07-17,3,Late
D002883,O003074,2025-09-16,2025-09-16,0,On Time
D002884,O003075,2026-07-16,2026-07-16,0,On Time
D002885,O003076,2026-02-10,2026-02-10,0,On Time
D002886,O003077,2026-08-09,2026-08-10,1,Late
D002887,O003078,2025-10-07,2025-10-11,4,Late
D002888,O003079,2026-06-19,2026-06-19,0,On Time
D002889,O003080,2025-05-13,2025-05-13,0,On Time
D002890,O003081,2025-04-10,2025-04-10,0,On Time
D002891,O003082,2026-05-26,2026-05-25,0,On Time
D002892,O003084,2026-01-30,2026-02-04,5,Late
D002893,O003085,2026-01-08,2026-01-08,0,On Time
D002894,O003086,2025-10-11,2025-10-11,0,On Time
D002895,O003087,2026-06-19,2026-06-19,0,On Time
D002896,O003088,2026-01-03,2026-01-03,0,On Time
D002897,O003089,2026-07-03,2026-07-03,0,On Time
D002898,O003090,2026-05-10,2026-05-10,0,On Time
D002899,O003091,2026-01-01,2026-01-01,0,On Time
D002900,O003093,2025-12-02,2025-12-02,0,On Time
D002901,O003094,2025-10-07,2025-10-07,0,On Time
D002902,O003095,2026-01-23,2026-01-22,0,On Time
D002903,O003096,2026-07-16,2026-07-15,0,On Time
D002904,O003097,2026-01-28,2026-01-29,1,Late
D002905,O003098,2026-03-13,2026-03-18,5,Late
D002906,O003099,2025-09-13,2025-09-13,0,On Time
D002907,O003101,2026-02-09,2026-02-09,0,On Time
D002908,O003102,2026-06-11,2026-06-11,0,On Time
D002909,O003103,2026-08-16,2026-08-16,0,On Time
D002910,O003104,2026-07-04,2026-07-04,0,On Time
D002911,O003105,2026-08-04,2026-08-04,0,On Time
D002912,O003106,2026-05-07,2026-05-12,5,Late
D002913,O003107,2026-06-12,2026-06-12,0,On Time
D002914,O003108,2026-07-09,2026-07-09,0,On Time
D002915,O003109,2026-06-05,2026-06-06,1,Late
D002916,O003110,2026-02-25,2026-02-25,0,On Time
D002917,O003111,2026-08-06,2026-08-06,0,On Time
D002918,O003112,2026-03-05,2026-03-06,1,Late
D002919,O003113,2025-05-09,2025-05-09,0,On Time
D002920,O003114,2025-11-15,2025-11-15,0,On Time
