order_item_id,order_id,product_id,quantity
OI0004236,O002072,P0281,3
OI0004237,O002072,P0164,1
OI0004238,O002073,P0094,1
OI0004239,O002073,P0044,1
OI0004240,O002074,P0011,1
OI0004241,O002074,P0113,1
OI0004242,O002075,P0147,1
OI0004243,O002075,P0074,2
OI0004244,O002075,P0136,1
OI0004245,O002075,P0050,1
OI0004246,O002076,P0289,2
OI0004247,O002076,P0181,1
OI0004248,O002077,P0088,3
OI0004249,O002077,P0260,1
OI0004250,O002078,P0034,1
OI0004251,O002078,P0221,1
OI0004252,O002079,P0023,1
OI0004253,O002080,P0244,1
OI0004254,O002080,P0121,1
OI0004255,O002081,P0219,1
OI0004256,O002081,P0074,2
OI0004257,O002081,P0031,2
OI0004258,O002082,P0117,1
OI0004259,O002083,P0060,2
OI0004260,O002083,P0029,1
OI0004261,O002084,P0017,3
OI0004262,O002085,P0212,1
OI0004263,O002085,P0300,1
OI0004264,O002085,P0132,1
OI0004265,O002085,P0183,1
OI0004266,O002086,P0208,2
OI0004267,O002086,P0216,1
OI0004268,O002086,P0219,2
OI0004269,O002087,P0005,1
OI0004270,O002087,P0273,1
OI0004271,O002088,P0289,1
OI0004272,O002088,P0168,1
OI0004273,O002089,P0258,1
OI0004274,O002090,P0135,1
OI0004275,O002090,P0202,1
OI0004276,O002090,P0289,1
OI0004277,O002091,P0008,2
OI0004278,O002091,P0020,2
OI0004279,O002091,P0179,1
OI0004280,O002092,P0032,1
OI0004281,O002092,P0035,1
OI0004282,O002093,P0174,1
OI0004283,O002094,P0090,1
OI0004284,O002094,P0144,1
OI0004285,O002094,P0061,1
OI0004286,O002095,P0210,1
OI0004287,O002095,P0003,1
OI0004288,O002095,P0257,1
OI0004289,O002096,P0267,1
OI0004290,O002096,P0117,1
OI0004291,O002097,P0033,1
OI0004292,O002097,P0118,1
OI0004293,O002098,P0264,1
OI0004294,O002098,P0147,2
OI0004295,O002099,P0062,2
OI0004296,O002099,P0198,1
OI0004297,O002099,P0241,1
OI0004298,O002100,P0040,1
OI0004299,O002101,P0075,1
OI0004300,O002102,P0011,1
OI0004301,O002102,P0048,2
OI0004302,O002103,P0029,1
OI0004303,O002104,P0252,2
OI0004304,O002104,P0154,1
OI0004305,O002105,P0068,1
OI0004306,O002105,P0176,2
OI0004307,O002105,P0014,1
OI0004308,O002106,P0179,1
OI0004309,O002106,P0141,1
OI0004310,O002106,P0027,3
OI0004311,O002107,P0148,3
OI0004312,O002107,P0094,1
OI0004313,O002108,P0282,1
OI0004314,O002109,P0123,1
OI0004315,O002109,P0174,2
OI0004316,O002110,P0270,1
OI0004317,O002110,P0002,1
OI0004318,O002111,P0151,1
OI0004319,O002112,P0190,1
OI0004320,O002112,P0089,3
OI0004321,O002112,P0170,1
OI0004322,O002113,P0283,1
OI0004323,O002114,P0231,1
OI0004324,O002114,P0083,1
OI0004325,O002114,P0145,2
OI0004326,O002115,P0003,1
OI0004327,O002116,P0240,2
OI0004328,O002116,P0026,1
OI0004329,O002116,P0112,1
OI0004330,O002117,P0136,1
OI0004331,O002117,P0225,1
OI0004332,O002118,P0075,1
OI0004333,O002118,P0257,3
OI0004334,O002119,P0112,1
OI0004335,O002119,P0253,1
OI0004336,O002120,P0121,1
OI0004337,O002120,P0260,1
OI0004338,O002121,P0103,1
OI0004339,O002121,P0256,1
OI0004340,O002122,P0098,1
OI0004341,O002122,P0093,1
OI0004342,O002122,P0219,1
OI0004343,O002123,P0089,3
OI0004344,O002123,P0023,2
OI0004345,O002123,P0247,1
OI0004346,O002124,P0244,1
OI0004347,O002124,P0293,1
OI0004348,O002124,P0121,2
OI0004349,O002125,P0248,2
OI0004350,O002126,P0272,2
OI0004351,O002126,P0203,1
OI0004352,O002127,P0020,1
OI0004353,O002127,P0203,1
OI0004354,O002127,P0019,1
OI0004355,O002128,P0202,1
OI0004356,O002128,P0233,1
OI0004357,O002128,P0017,1
OI0004358,O002129,P0037,1
OI0004359,O002130,P0105,1
OI0004360,O002131,P0222,1
OI0004361,O002132,P0129,2
OI0004362,O002133,P0216,1
OI0004363,O002133,P0173,1
OI0004364,O002134,P0148,1
OI0004365,O002134,P0235,1
OI0004366,O002135,P0226,1
OI0004367,O002135,P0103,1
OI0004368,O002136,P0154,1
OI0004369,O002136,P0052,1
OI0004370,O002137,P0143,2
OI0004371,O002138,P0293,2
OI0004372,O002138,P0034,1
OI0004373,O002139,P0229,2
OI0004374,O002140,P0028,2
OI0004375,O002140,P0230,3
OI0004376,O002141,P0124,1
OI0004377,O002141,P0197,1
OI0004378,O002141,P0126,1
OI0004379,O002142,P0249,1
OI0004380,O002142,P0174,1
OI0004381,O002143,P0032,1
OI0004382,O002144,P0192,1
OI0004383,O002144,P0081,2
OI0004384,O002144,P0188,1
OI0004385,O002145,P0066,1
OI0004386,O002145,P0116,1
OI0004387,O002145,P0117,2
OI0004388,O002145,P0230,3
OI0004389,O002146,P0258,1
OI0004390,O002146,P0279,1
OI0004391,O002146,P0048,2
OI0004392,O002147,P0152,1
OI0004393,O002147,P0267,1
OI0004394,O002148,P0121,2
OI0004395,O002149,P0217,2
OI0004396,O002149,P0096,1
OI0004397,O002150,P0234,2
OI0004398,O002150,P0050,1
OI0004399,O002150,P0032,1
OI0004400,O002151,P0173,1
OI0004401,O002151,P0015,1
OI0004402,O002151,P0214,2
OI0004403,O002152,P0233,1
OI0004404,O002153,P0244,1
OI0004405,O002153,P0250,1
OI0004406,O002153,P0137,1
OI0004407,O002153,P0027,1
OI0004408,O002154,P0299,2
OI0004409,O002154,P0047,1
OI0004410,O002155,P0021,2
OI0004411,O002155,P0050,1
OI0004412,O002155,P0071,2
OI0004413,O002155,P0186,1
OI0004414,O002156,P0023,2
OI0004415,O002156,P0246,3
OI0004416,O002157,P0265,1
OI0004417,O002157,P0300,2
OI0004418,O002157,P0237,2
OI0004419,O002157,P0193,1
OI0004420,O002158,P0224,1
OI0004421,O002159,P0279,1
OI0004422,O002159,P0161,1
OI0004423,O002160,P0035,1
OI0004424,O002160,P0095,1
OI0004425,O002161,P0047,2
OI0004426,O002161,P0248,1
OI0004427,O002162,P0272,1
OI0004428,O002162,P0023,2
OI0004429,O002162,P0134,1
OI0004430,O002163,P0168,1
OI0004431,O002163,P0028,1
OI0004432,O002164,P0110,3
OI0004433,O002165,P0002,1
OI0004434,O002166,P0118,1
OI0004435,O002166,P0007,1
OI0004436,O002167,P0024,3
OI0004437,O002167,P0092,1
OI0004438,O002167,P0202,2
OI0004439,O002167,P0133,1
OI0004440,O002168,P0263,1
OI0004441,O002168,P0126,1
OI0004442,O002168,P0171,1
OI0004443,O002168,P0167,1
OI0004444,O002169,P0083,3
OI0004445,O002170,P0135,2
OI0004446,O002170,P0295,1
OI0004447,O002171,P0031,2
OI0004448,O002171,P0078,1
OI0004449,O002172,P0213,1
OI0004450,O002172,P0168,1
OI0004451,O002172,P0003,2
OI0004452,O002172,P0265,1
OI0004453,O002173,P0169,1
OI0004454,O002173,P0002,1
OI0004455,O002174,P0166,2
OI0004456,O002174,P0141,1
OI0004457,O002174,P0125,1
OI0004458,O002175,P0020,1
OI0004459,O002176,P0053,1
OI0004460,O002176,P0136,1
OI0004461,O002176,P0296,1
OI0004462,O002176,P0129,1
OI0004463,O002177,P0003,1
OI0004464,O002177,P0282,1
OI0004465,O002177,P0088,1
OI0004466,O002178,P0188,2
OI0004467,O002178,P0079,1
OI0004468,O002178,P0276,2
OI0004469,O002179,P0281,1
OI0004470,O002179,P0100,1
OI0004471,O002180,P0133,2
OI0004472,O002180,P0031,1
OI0004473,O002181,P0042,2
OI0004474,O002182,P0261,1
OI0004475,O002182,P0117,1
OI0004476,O002182,P0080,1
OI0004477,O002183,P0269,1
OI0004478,O002183,P0154,1
OI0004479,O002184,P0182,1
OI0004480,O002184,P0209,1
OI0004481,O002185,P0256,1
OI0004482,O002185,P0221,1
OI0004483,O002185,P0285,1
OI0004484,O002185,P0098,2
OI0004485,O002186,P0086,1
OI0004486,O002186,P0203,1
OI0004487,O002186,P0242,1
OI0004488,O002187,P0113,2
OI0004489,O002188,P0198,1
OI0004490,O002189,P0078,2
OI0004491,O002189,P0195,1
OI0004492,O002189,P0258,3
OI0004493,O002190,P0142,1
OI0004494,O002190,P0140,1
OI0004495,O002190,P0150,1
OI0004496,O002191,P0215,1
OI0004497,O002192,P0186,1
OI0004498,O002192,P0205,2
OI0004499,O002192,P0165,2
OI0004500,O002193,P0145,1
OI0004501,O002194,P0270,1
OI0004502,O002194,P0064,1
OI0004503,O002195,P0275,1
OI0004504,O002195,P0018,1
OI0004505,O002196,P0199,1
OI0004506,O002196,P0175,1
OI0004507,O002196,P0124,1
OI0004508,O002197,P0012,3
OI0004509,O002198,P0284,1
OI0004510,O002198,P0140,1
OI0004511,O002199,P0227,1
OI0004512,O002200,P0109,1
OI0004513,O002200,P0038,1
OI0004514,O002201,P0208,3
OI0004515,O002201,P0063,3
OI0004516,O002201,P0089,1
OI0004517,O002201,P0120,1
OI0004518,O002202,P0015,1
OI0004519,O002202,P0023,1
OI0004520,O002202,P0268,1
OI0004521,O002203,P0230,1
OI0004522,O002203,P0102,1
OI0004523,O002203,P0292,1
OI0004524,O002204,P0063,1
OI0004525,O002204,P0190,1
OI0004526,O002205,P0224,1
OI0004527,O002205,P0274,1
OI0004528,O002205,P0085,3
OI0004529,O002206,P0268,1
OI0004530,O002206,P0081,1
OI0004531,O002206,P0054,2
OI0004532,O002207,P0265,1
OI0004533,O002207,P0277,1
OI0004534,O002207,P0250,1
OI0004535,O002208,P0014,1
OI0004536,O002208,P0035,1
OI0004537,O002209,P0296,1
OI0004538,O002210,P0174,1
OI0004539,O002210,P0075,1
OI0004540,O002210,P0054,3
OI0004541,O002210,P0002,3
OI0004542,O002211,P0094,1
OI0004543,O002211,P0121,1
OI0004544,O002212,P0028,1
OI0004545,O002213,P0133,3
OI0004546,O002213,P0065,1
OI0004547,O002214,P0104,1
OI0004548,O002214,P0093,2
OI0004549,O002214,P0202,1
OI0004550,O002215,P0028,1
OI0004551,O002216,P0218,1
OI0004552,O002217,P0009,1
OI0004553,O002217,P0223,1
OI0004554,O002217,P0097,3
OI0004555,O002218,P0232,1
OI0004556,O002218,P0027,2
OI0004557,O002218,P0018,1
OI0004558,O002218,P0037,1
OI0004559,O002219,P0099,3
OI0004560,O002219,P0178,2
OI0004561,O002220,P0125,1
OI0004562,O002220,P0135,1
OI0004563,O002221,P0215,2
OI0004564,O002221,P0296,1
OI0004565,O002222,P0271,2
OI0004566,O002223,P0180,1
OI0004567,O002224,P0300,3
OI0004568,O002224,P0068,1
OI0004569,O002224,P0227,1
OI0004570,O002225,P0158,1
OI0004571,O002225,P0242,2
OI0004572,O002225,P0025,1
OI0004573,O002225,P0171,1
OI0004574,O002226,P0039,1
OI0004575,O002226,P0257,1
OI0004576,O002226,P0178,1
OI0004577,O002227,P0274,3
OI0004578,O002228,P0297,1
OI0004579,O002229,P0297,1
OI0004580,O002230,P0099,1
OI0004581,O002230,P0085,1
OI0004582,O002231,P0098,1
OI0004583,O002231,P0158,2
OI0004584,O002231,P0284,1
OI0004585,O002232,P0188,1
OI0004586,O002233,P0006,1
OI0004587,O002233,P0168,1
OI0004588,O002233,P0048,1
OI0004589,O002234,P0289,2
OI0004590,O002234,P0116,1
OI0004591,O002235,P0158,1
OI0004592,O002235,P0068,1
OI0004593,O002236,P0074,1
OI0004594,O002237,P0240,2
OI0004595,O002237,P0239,1
OI0004596,O002238,P0276,3
OI0004597,O002238,P0239,2
OI0004598,O002238,P0138,1
OI0004599,O002238,P0210,1
OI0004600,O002239,P0201,1
OI0004601,O002239,P0163,1
OI0004602,O002240,P0111,1
OI0004603,O002240,P0090,1
OI0004604,O002240,P0019,1
OI0004605,O002240,P0153,3
OI0004606,O002241,P0008,1
OI0004607,O002241,P0158,1
OI0004608,O002242,P0186,1
OI0004609,O002242,P0258,3
OI0004610,O002242,P0190,1
OI0004611,O002242,P0109,1
OI0004612,O002243,P0249,2
OI0004613,O002243,P0035,1
OI0004614,O002243,P0285,1
OI0004615,O002244,P0081,2
OI0004616,O002244,P0015,1
OI0004617,O002245,P0122,1
OI0004618,O002245,P0244,1
OI0004619,O002245,P0135,2
OI0004620,O002246,P0130,3
OI0004621,O002247,P0137,1
OI0004622,O002247,P0233,2
OI0004623,O002248,P0199,1
OI0004624,O002248,P0298,1
OI0004625,O002248,P0060,2
OI0004626,O002249,P0128,1
OI0004627,O002249,P0130,1
OI0004628,O002250,P0180,1
OI0004629,O002250,P0107,3
OI0004630,O002251,P0177,1
OI0004631,O002252,P0102,1
OI0004632,O002252,P0215,1
OI0004633,O002252,P0112,1
OI0004634,O002253,P0094,2
OI0004635,O002254,P0291,2
OI0004636,O002255,P0070,1
OI0004637,O002255,P0285,1
OI0004638,O002256,P0289,2
OI0004639,O002257,P0158,3
OI0004640,O002258,P0063,1
OI0004641,O002258,P0125,1
OI0004642,O002259,P0009,1
OI0004643,O002259,P0224,3
OI0004644,O002260,P0027,2
OI0004645,O002260,P0025,2
OI0004646,O002260,P0065,3
OI0004647,O002261,P0198,2
OI0004648,O002262,P0179,1
OI0004649,O002262,P0300,1
OI0004650,O002263,P0160,2
OI0004651,O002263,P0060,1
OI0004652,O002263,P0164,3
OI0004653,O002264,P0244,1
OI0004654,O002265,P0132,3
OI0004655,O002265,P0034,2
OI0004656,O002265,P0049,1
OI0004657,O002266,P0251,1
OI0004658,O002267,P0270,1
OI0004659,O002268,P0178,1
OI0004660,O002269,P0048,1
OI0004661,O002269,P0127,1
OI0004662,O002269,P0077,3
OI0004663,O002270,P0162,1
OI0004664,O002270,P0065,1
OI0004665,O002271,P0187,1
OI0004666,O002272,P0057,1
OI0004667,O002272,P0088,1
OI0004668,O002272,P0126,1
OI0004669,O002272,P0016,1
OI0004670,O002273,P0121,1
OI0004671,O002273,P0028,1
OI0004672,O002274,P0151,1
OI0004673,O002275,P0129,1
OI0004674,O002275,P0245,2
OI0004675,O002275,P0188,1
OI0004676,O002276,P0192,1
OI0004677,O002277,P0042,1
OI0004678,O002277,P0085,1
OI0004679,O002278,P0246,1
OI0004680,O002279,P0209,1
OI0004681,O002279,P0220,1
OI0004682,O002279,P0125,1
OI0004683,O002280,P0290,1
OI0004684,O002281,P0261,1
OI0004685,O002282,P0168,1
OI0004686,O002282,P0129,1
OI0004687,O002283,P0208,2
OI0004688,O002283,P0114,1
OI0004689,O002283,P0236,3
OI0004690,O002284,P0015,1
OI0004691,O002285,P0049,1
OI0004692,O002285,P0234,1
OI0004693,O002286,P0008,1
OI0004694,O002286,P0201,1
OI0004695,O002287,P0057,3
OI0004696,O002287,P0288,3
OI0004697,O002288,P0211,1
OI0004698,O002288,P0175,1
OI0004699,O002288,P0261,1
OI0004700,O002289,P0070,1
OI0004701,O002289,P0192,1
OI0004702,O002290,P0204,1
OI0004703,O002290,P0291,3
OI0004704,O002291,P0136,1
OI0004705,O002291,P0241,2
OI0004706,O002292,P0187,1
OI0004707,O002292,P0157,1
OI0004708,O002292,P0050,1
OI0004709,O002293,P0199,1
OI0004710,O002293,P0169,2
OI0004711,O002294,P0057,2
OI0004712,O002294,P0031,1
OI0004713,O002295,P0202,3
OI0004714,O002296,P0273,3
OI0004715,O002297,P0025,1
OI0004716,O002297,P0007,1
OI0004717,O002297,P0074,3
OI0004718,O002297,P0176,1
OI0004719,O002298,P0191,1
OI0004720,O002299,P0144,1
OI0004721,O002300,P0161,1
OI0004722,O002301,P0268,1
OI0004723,O002302,P0130,1
OI0004724,O002303,P0072,2
OI0004725,O002304,P0265,1
OI0004726,O002304,P0160,1
OI0004727,O002304,P0072,1
OI0004728,O002304,P0058,1
OI0004729,O002305,P0262,1
OI0004730,O002305,P0091,3
OI0004731,O002306,P0188,2
OI0004732,O002307,P0221,1
OI0004733,O002308,P0263,3
OI0004734,O002308,P0046,1
OI0004735,O002309,P0089,1
OI0004736,O002309,P0241,3
OI0004737,O002309,P0034,2
OI0004738,O002310,P0232,1
OI0004739,O002310,P0159,2
OI0004740,O002311,P0122,2
OI0004741,O002311,P0087,1
OI0004742,O002312,P0250,1
OI0004743,O002312,P0247,1
OI0004744,O002312,P0105,1
OI0004745,O002313,P0019,1
OI0004746,O002313,P0200,1
OI0004747,O002314,P0203,3
OI0004748,O002315,P0155,1
OI0004749,O002315,P0019,1
OI0004750,O002315,P0094,1
OI0004751,O002315,P0024,1
OI0004752,O002316,P0145,1
OI0004753,O002316,P0203,1
OI0004754,O002316,P0056,2
OI0004755,O002317,P0039,1
OI0004756,O002317,P0179,1
OI0004757,O002318,P0207,2
OI0004758,O002319,P0117,1
OI0004759,O002320,P0157,1
OI0004760,O002321,P0152,1
OI0004761,O002321,P0257,1
OI0004762,O002321,P0038,2
OI0004763,O002321,P0113,1
OI0004764,O002322,P0148,2
OI0004765,O002323,P0257,1
OI0004766,O002324,P0078,1
OI0004767,O002325,P0095,3
OI0004768,O002325,P0202,2
OI0004769,O002325,P0195,1
OI0004770,O002326,P0248,1
OI0004771,O002327,P0151,1
OI0004772,O002328,P0207,1
OI0004773,O002328,P0208,1
OI0004774,O002328,P0113,1
OI0004775,O002329,P0240,2
OI0004776,O002329,P0022,3
OI0004777,O002329,P0244,2
OI0004778,O002329,P0197,1
OI0004779,O002330,P0029,3
OI0004780,O002330,P0256,2
OI0004781,O002331,P0272,2
OI0004782,O002331,P0120,1
OI0004783,O002332,P0243,1
OI0004784,O002332,P0070,1
OI0004785,O002333,P0194,3
OI0004786,O002334,P0197,1
OI0004787,O002334,P0162,1
OI0004788,O002334,P0200,2
OI0004789,O002335,P0179,1
OI0004790,O002336,P0046,3
OI0004791,O002336,P0067,1
OI0004792,O002337,P0196,1
OI0004793,O002338,P0129,1
OI0004794,O002338,P0090,1
OI0004795,O002339,P0128,1
OI0004796,O002339,P0007,1
OI0004797,O002339,P0272,1
OI0004798,O002339,P0014,1
OI0004799,O002340,P0212,1
OI0004800,O002340,P0273,1
OI0004801,O002341,P0002,2
OI0004802,O002341,P0060,3
OI0004803,O002342,P0253,1
OI0004804,O002342,P0150,1
OI0004805,O002342,P0072,3
OI0004806,O002343,P0217,2
OI0004807,O002343,P0111,1
OI0004808,O002343,P0159,1
OI0004809,O002343,P0142,1
OI0004810,O002344,P0285,2
OI0004811,O002345,P0167,1
OI0004812,O002345,P0190,3
OI0004813,O002345,P0231,2
OI0004814,O002346,P0069,1
OI0004815,O002347,P0196,2
OI0004816,O002348,P0015,1
OI0004817,O002349,P0045,3
OI0004818,O002349,P0158,1
OI0004819,O002349,P0249,2
OI0004820,O002350,P0026,1
OI0004821,O002350,P0056,1
OI0004822,O002351,P0037,3
OI0004823,O002351,P0293,1
OI0004824,O002351,P0208,3
OI0004825,O002351,P0141,1
OI0004826,O002352,P0157,1
OI0004827,O002352,P0085,1
OI0004828,O002352,P0253,1
OI0004829,O002352,P0242,1
OI0004830,O002353,P0069,2
OI0004831,O002353,P0024,1
OI0004832,O002354,P0041,2
OI0004833,O002354,P0088,2
OI0004834,O002355,P0147,3
OI0004835,O002355,P0071,2
OI0004836,O002356,P0266,2
OI0004837,O002357,P0172,1
OI0004838,O002357,P0213,1
OI0004839,O002358,P0282,1
OI0004840,O002359,P0034,1
OI0004841,O002359,P0189,1
OI0004842,O002359,P0240,1
OI0004843,O002360,P0278,1
OI0004844,O002360,P0199,1
OI0004845,O002360,P0115,1
OI0004846,O002361,P0177,1
OI0004847,O002361,P0136,1
OI0004848,O002361,P0209,2
OI0004849,O002361,P0244,3
OI0004850,O002362,P0150,1
OI0004851,O002362,P0166,3
OI0004852,O002363,P0085,2
OI0004853,O002363,P0070,1
OI0004854,O002364,P0111,1
OI0004855,O002364,P0115,1
OI0004856,O002365,P0272,3
OI0004857,O002365,P0203,1
OI0004858,O002366,P0069,1
OI0004859,O002367,P0256,1
OI0004860,O002368,P0212,1
OI0004861,O002368,P0043,1
OI0004862,O002369,P0124,1
OI0004863,O002369,P0230,1
OI0004864,O002370,P0210,1
OI0004865,O002371,P0216,1
OI0004866,O002371,P0168,1
OI0004867,O002371,P0117,1
OI0004868,O002372,P0114,2
OI0004869,O002372,P0253,1
OI0004870,O002372,P0135,1
OI0004871,O002373,P0125,2
OI0004872,O002373,P0026,1
OI0004873,O002373,P0162,1
OI0004874,O002374,P0236,1
OI0004875,O002375,P0110,1
OI0004876,O002375,P0232,2
OI0004877,O002375,P0107,1
OI0004878,O002376,P0003,1
OI0004879,O002376,P0105,1
OI0004880,O002377,P0196,3
OI0004881,O002377,P0061,2
OI0004882,O002378,P0038,1
OI0004883,O002378,P0271,3
OI0004884,O002379,P0081,1
OI0004885,O002379,P0271,1
OI0004886,O002380,P0010,1
OI0004887,O002381,P0123,1
OI0004888,O002381,P0032,2
OI0004889,O002381,P0153,1
OI0004890,O002381,P0124,1
OI0004891,O002382,P0014,1
OI0004892,O002382,P0168,1
OI0004893,O002382,P0152,1
OI0004894,O002383,P0066,1
OI0004895,O002383,P0283,2
OI0004896,O002384,P0264,1
OI0004897,O002385,P0274,3
OI0004898,O002385,P0284,3
OI0004899,O002385,P0079,1
OI0004900,O002386,P0263,1
OI0004901,O002386,P0186,3
OI0004902,O002387,P0005,1
OI0004903,O002387,P0034,1
OI0004904,O002388,P0045,1
OI0004905,O002389,P0093,1
OI0004906,O002390,P0069,2
OI0004907,O002391,P0293,3
OI0004908,O002391,P0099,1
OI0004909,O002392,P0155,1
OI0004910,O002392,P0215,1
OI0004911,O002393,P0209,1
OI0004912,O002393,P0116,1
OI0004913,O002394,P0156,1
OI0004914,O002394,P0019,1
OI0004915,O002394,P0116,2
OI0004916,O002395,P0185,2
OI0004917,O002395,P0300,1
OI0004918,O002395,P0049,1
OI0004919,O002396,P0146,1
OI0004920,O002397,P0263,1
OI0004921,O002397,P0152,1
OI0004922,O002398,P0065,1
OI0004923,O002398,P0034,1
OI0004924,O002399,P0108,1
OI0004925,O002400,P0207,1
OI0004926,O002401,P0270,2
OI0004927,O002401,P0246,1
OI0004928,O002402,P0091,1
OI0004929,O002402,P0136,1
OI0004930,O002403,P0133,1
OI0004931,O002404,P0247,1
OI0004932,O002404,P0177,1
OI0004933,O002404,P0180,1
OI0004934,O002404,P0296,1
OI0004935,O002405,P0267,1
OI0004936,O002406,P0018,2
OI0004937,O002406,P0278,1
OI0004938,O002406,P0066,1
OI0004939,O002407,P0177,1
OI0004940,O002407,P0045,2
OI0004941,O002407,P0280,3
OI0004942,O002408,P0264,1
OI0004943,O002408,P0169,1
OI0004944,O002408,P0052,3
OI0004945,O002409,P0080,3
OI0004946,O002409,P0141,1
OI0004947,O002409,P0108,1
OI0004948,O002410,P0253,1
OI0004949,O002410,P0250,1
OI0004950,O002411,P0039,1
OI0004951,O002412,P0184,1
OI0004952,O002412,P0233,1
OI0004953,O002412,P0027,1
OI0004954,O002413,P0194,3
OI0004955,O002414,P0250,3
OI0004956,O002415,P0221,2
OI0004957,O002416,P0298,2
OI0004958,O002417,P0067,1
OI0004959,O002418,P0156,1
OI0004960,O002419,P0296,1
OI0004961,O002419,P0234,1
OI0004962,O002419,P0079,1
OI0004963,O002420,P0287,2
OI0004964,O002420,P0177,1
OI0004965,O002421,P0042,1
OI0004966,O002421,P0075,1
OI0004967,O002422,P0290,1
OI0004968,O002422,P0105,1
OI0004969,O002423,P0062,1
OI0004970,O002424,P0001,2
OI0004971,O002424,P0138,1
OI0004972,O002425,P0145,1
OI0004973,O002426,P0125,1
OI0004974,O002427,P0086,1
OI0004975,O002428,P0232,1
OI0004976,O002428,P0219,2
OI0004977,O002429,P0229,1
OI0004978,O002429,P0049,1
OI0004979,O002430,P0254,1
OI0004980,O002431,P0111,3
OI0004981,O002432,P0029,1
OI0004982,O002433,P0177,2
OI0004983,O002433,P0230,2
OI0004984,O002433,P0215,3
OI0004985,O002433,P0138,1
OI0004986,O002434,P0251,1
OI0004987,O002435,P0256,2
OI0004988,O002435,P0122,1
OI0004989,O002436,P0141,1
OI0004990,O002437,P0087,1
OI0004991,O002437,P0049,2
OI0004992,O002438,P0150,2
OI0004993,O002438,P0007,1
OI0004994,O002439,P0203,1
OI0004995,O002440,P0173,2
OI0004996,O002440,P0242,1
OI0004997,O002440,P0051,1
OI0004998,O002441,P0006,2
OI0004999,O002441,P0206,1
OI0005000,O002442,P0236,2
OI0005001,O002442,P0030,1
OI0005002,O002442,P0244,1
OI0005003,O002443,P0203,1
OI0005004,O002444,P0065,1
OI0005005,O002445,P0052,1
OI0005006,O002446,P0149,1
OI0005007,O002447,P0036,2
OI0005008,O002448,P0221,2
OI0005009,O002448,P0238,1
OI0005010,O002448,P0293,1
OI0005011,O002449,P0278,1
OI0005012,O002449,P0191,1
OI0005013,O002450,P0141,1
OI0005014,O002451,P0037,3
OI0005015,O002451,P0295,1
OI0005016,O002451,P0202,2
OI0005017,O002452,P0241,1
OI0005018,O002452,P0036,1
OI0005019,O002452,P0118,3
OI0005020,O002453,P0203,1
OI0005021,O002453,P0104,1
OI0005022,O002453,P0140,1
OI0005023,O002454,P0151,1
OI0005024,O002454,P0263,1
OI0005025,O002455,P0246,1
OI0005026,O002456,P0089,1
OI0005027,O002456,P0267,2
OI0005028,O002457,P0299,2
OI0005029,O002457,P0071,1
OI0005030,O002458,P0153,1
OI0005031,O002458,P0178,2
OI0005032,O002459,P0143,1
OI0005033,O002459,P0035,2
OI0005034,O002459,P0045,1
OI0005035,O002460,P0281,1
OI0005036,O002460,P0278,1
OI0005037,O002461,P0070,2
OI0005038,O002461,P0294,1
OI0005039,O002461,P0277,1
OI0005040,O002462,P0104,1
OI0005041,O002463,P0121,3
OI0005042,O002463,P0124,2
OI0005043,O002463,P0279,2
OI0005044,O002464,P0019,1
OI0005045,O002464,P0084,1
OI0005046,O002465,P0113,1
OI0005047,O002465,P0136,2
OI0005048,O002466,P0255,1
OI0005049,O002466,P0039,2
OI0005050,O002467,P0068,1
OI0005051,O002467,P0286,2
OI0005052,O002467,P0173,2
OI0005053,O002468,P0277,1
OI0005054,O002468,P0255,1
OI0005055,O002469,P0011,1
OI0005056,O002470,P0265,2
OI0005057,O002470,P0281,1
OI0005058,O002470,P0260,3
OI0005059,O002471,P0300,1
OI0005060,O002471,P0027,1
OI0005061,O002471,P0198,1
OI0005062,O002471,P0017,1
OI0005063,O002472,P0017,1
OI0005064,O002472,P0189,1
OI0005065,O002472,P0206,1
OI0005066,O002473,P0192,1
OI0005067,O002473,P0003,1
OI0005068,O002473,P0285,2
OI0005069,O002473,P0085,1
OI0005070,O002474,P0129,2
OI0005071,O002475,P0293,1
OI0005072,O002476,P0226,1
OI0005073,O002476,P0296,1
OI0005074,O002477,P0142,2
OI0005075,O002477,P0279,1
OI0005076,O002478,P0021,3
OI0005077,O002478,P0172,1
OI0005078,O002479,P0204,1
OI0005079,O002480,P0177,1
OI0005080,O002480,P0147,1
OI0005081,O002480,P0300,1
OI0005082,O002481,P0011,3
OI0005083,O002481,P0214,1
OI0005084,O002482,P0084,2
OI0005085,O002482,P0126,1
OI0005086,O002483,P0001,2
OI0005087,O002483,P0269,1
OI0005088,O002483,P0284,1
OI0005089,O002484,P0034,1
OI0005090,O002484,P0059,1
OI0005091,O002485,P0173,2
OI0005092,O002485,P0170,2
OI0005093,O002485,P0114,1
OI0005094,O002486,P0143,1
OI0005095,O002487,P0027,1
OI0005096,O002488,P0005,1
OI0005097,O002488,P0163,1
OI0005098,O002489,P0179,1
OI0005099,O002489,P0146,1
OI0005100,O002489,P0057,1
OI0005101,O002490,P0162,3
OI0005102,O002490,P0103,1
OI0005103,O002491,P0200,2
OI0005104,O002491,P0144,2
OI0005105,O002491,P0173,1
OI0005106,O002492,P0239,1
OI0005107,O002493,P0120,1
OI0005108,O002493,P0029,1
