refund_id,order_id,refund_date,refund_amount,refund_reason
R000540,O006102,2025-11-13,497.52,Product Quality
R000541,O006113,2026-02-28,1571.48,Changed Mind
R000542,O006123,2026-08-31,944.94,Product Quality
R000543,O006127,2025-09-03,43.13,Changed Mind
R000544,O006149,2026-01-31,1006.91,Product Quality
R000545,O006161,2026-07-04,25.5,Product Quality
R000546,O006167,2026-07-19,36.33,Late Delivery
R000547,O006172,2025-12-01,384.03,Product Quality
R000548,O006182,2026-04-30,307.76,Changed Mind
R000549,O006194,2026-04-19,549.71,Damaged Item
R000550,O006202,2025-12-13,333.38,Wrong Item
R000551,O006205,2026-07-09,56.22,Product Quality
R000552,O006215,2026-07-13,746.99,Changed Mind
R000553,O006230,2026-05-09,80.97,Product Quality
R000554,O006234,2026-04-21,91.02,Late Delivery
R000555,O006247,2025-05-18,207.36,Changed Mind
R000556,O006254,2025-11-12,91.62,Wrong Item
R000557,O006265,2026-06-03,125.32,Changed Mind
R000558,O006279,2025-07-13,1069.68,Wrong Item
R000559,O006286,2026-08-20,285.98,Wrong Item
R000560,O006290,2025-09-21,170.56,Changed Mind
R000561,O006338,2026-06-18,435.61,Product Quality
R000562,O006341,2026-04-11,1403.06,Damaged Item
R000563,O006346,2026-04-16,211.86,Product Quality
R000564,O006348,2026-02-16,46.19,Damaged Item
R000565,O006355,2026-06-14,1199.64,Changed Mind
R000566,O006366,2025-08-28,1120.04,Late Delivery
R000567,O006377,2025-05-19,116.7,Late Delivery
R000568,O006380,2025-11-26,106.42,Late Delivery
R000569,O006392,2026-05-20,240.33,Changed Mind
R000570,O006431,2026-07-14,322.38,Wrong Item
R000571,O006438,2026-01-26,726.56,Damaged Item
R000572,O006449,2025-12-10,840.2,Wrong Item
R000573,O006455,2026-06-29,366.48,Product Quality
R000574,O006460,2026-04-04,78.91,Late Delivery
R000575,O006478,2026-08-23,758.44,Wrong Item
R000576,O006482,2026-01-27,582.7,Damaged Item
R000577,O006483,2026-06-11,1417.84,Wrong Item
R000578,O006497,2026-04-06,10.68,Late Delivery
R000579,O006499,2026-02-07,610.86,Product Quality
R000580,O006518,2026-02-21,571.41,Late Delivery
R000581,O006519,2026-04-06,78.91,Late Delivery
R000582,O006522,2025-09-30,121.14,Wrong Item
R000583,O006524,2026-08-21,195.22,Product Quality
R000584,O006530,2026-04-29,559.18,Changed Mind
R000585,O006531,2026-05-09,382.9,Damaged Item
R000586,O006553,2025-09-12,78.75,Changed Mind
R000587,O006554,2026-01-01,136.83,Changed Mind
R000588,O006564,2026-08-26,465.79,Product Quality
R000589,O006598,2026-04-25,1058.09,Damaged Item
R000590,O006602,2025-10-22,756.7,Changed Mind
R000591,O006636,2026-06-17,12.69,Damaged Item
R000592,O006637,2026-04-08,379.24,Damaged Item
R000593,O006651,2026-03-18,153.67,Damaged Item
R000594,O006684,2025-12-28,545.98,Product Quality
R000595,O006703,2025-11-14,807.4,Damaged Item
R000596,O006706,2025-09-15,721.5,Late Delivery
R000597,O006724,2025-12-15,1022.01,Damaged Item
R000598,O006733,2026-07-17,407.48,Late Delivery
R000599,O006746,2025-12-27,2155.91,Product Quality
R000600,O006762,2026-04-05,51.93,Late Delivery
R000601,O006773,2026-04-19,294.92,Late Delivery
R000602,O006802,2026-01-01,94.97,Late Delivery
R000603,O006803,2026-01-28,168.7,Late Delivery
R000604,O006810,2026-07-26,897.75,Damaged Item
R000605,O006825,2026-04-10,511.48,Changed Mind
R000606,O006834,2026-05-13,285.03,Changed Mind
R000607,O006843,2025-06-13,647.69,Changed Mind
R000608,O006849,2026-08-11,49.41,Damaged Item
R000609,O006854,2025-07-20,28.11,Product Quality
R000610,O006874,2025-11-23,107.42,Late Delivery
R000611,O006877,2025-07-20,1124.02,Wrong Item
R000612,O006878,2026-08-17,124.23,Changed Mind
R000613,O006906,2025-10-04,97.18,Damaged Item
R000614,O006912,2025-12-13,979.67,Changed Mind
R000615,O006913,2026-04-22,184.87,Late Delivery
R000616,O006919,2025-08-30,56.83,Product Quality
R000617,O006923,2026-04-19,151.4,Late Delivery
R000618,O006932,2026-03-27,500.19,Late Delivery
R000619,O006942,2026-03-16,2502.47,Late Delivery
R000620,O006960,2026-06-08,102.45,Product Quality
R000621,O007008,2026-07-13,367.9,Changed Mind
R000622,O007017,2026-08-24,339.71,Late Delivery
R000623,O007035,2026-09-08,132.28,Damaged Item
R000624,O007052,2026-06-08,429.9,Late Delivery
R000625,O007105,2025-09-04,267.6,Product Quality
R000626,O007143,2026-07-08,656.62,Changed Mind
R000627,O007144,2025-12-25,63.92,Product Quality
R000628,O007177,2026-01-20,271.1,Wrong Item
R000629,O007185,2025-12-30,523.1,Damaged Item
R000630,O007189,2026-07-03,657.36,Product Quality
R000631,O007190,2026-06-03,1143.03,Wrong Item
R000632,O007196,2026-03-07,209.71,Damaged Item
R000633,O007200,2026-07-17,860.18,Late Delivery
R000634,O007209,2026-01-25,784.42,Damaged Item
R000635,O007211,2026-04-25,311.52,Wrong Item
R000636,O007214,2025-09-15,665.09,Product Quality
R000637,O007220,2026-03-08,412.3,Product Quality
R000638,O007229,2026-07-18,296.4,Product Quality
R000639,O007239,2026-08-04,253.53,Late Delivery
R000640,O007252,2026-06-16,336.41,Product Quality
R000641,O007280,2025-09-08,10.68,Damaged Item
R000642,O007299,2025-08-08,1609.07,Changed Mind
R000643,O007322,2026-04-27,514.24,Wrong Item
R000644,O007347,2026-01-15,192.56,Wrong Item
R000645,O007366,2026-08-07,360.19,Damaged Item
R000646,O007371,2026-06-16,139.4,Late Delivery
R000647,O007375,2026-02-27,426.94,Late Delivery
R000648,O007398,2026-01-07,579.03,Late Delivery
R000649,O007418,2025-12-07,29.46,Damaged Item
R000650,O007421,2025-12-20,217.5,Late Delivery
R000651,O007431,2026-02-06,7.82,Product Quality
R000652,O007435,2026-03-21,152.04,Product Quality
R000653,O007460,2025-09-07,398.58,Product Quality
R000654,O007467,2026-08-22,221.16,Changed Mind
R000655,O007475,2026-03-06,2068.02,Late Delivery
R000656,O007487,2026-08-11,329.28,Late Delivery
R000657,O007509,2026-05-15,393.9,Product Quality
R000658,O007511,2026-07-07,5.53,Wrong Item
R000659,O007525,2026-06-07,1787.78,Changed Mind
R000660,O007533,2026-06-01,234.58,Wrong Item
R000661,O007546,2026-05-22,133.35,Product Quality
R000662,O007592,2025-06-09,115.52,Wrong Item
R000663,O007597,2026-05-20,117.02,Product Quality
R000664,O007598,2026-05-31,474.1,Changed Mind
R000665,O007627,2026-03-15,709.93,Damaged Item
R000666,O007645,2026-04-12,1466.47,Late Delivery
R000667,O007647,2025-09-02,920.39,Damaged Item
R000668,O007655,2025-03-30,203.17,Product Quality
R000669,O007659,2025-06-13,441.15,Late Delivery
R000670,O007672,2026-06-20,325.77,Late Delivery
R000671,O007673,2026-04-05,32.49,Late Delivery
R000672,O007701,2026-04-15,275.48,Product Quality
R000673,O007735,2026-01-23,271.48,Product Quality
R000674,O007757,2025-10-21,474.54,Product Quality
R000675,O007761,2026-03-13,210.7,Product Quality
R000676,O007762,2025-11-05,851.53,Product Quality
R000677,O007763,2026-07-19,7.92,Product Quality
R000678,O007781,2025-11-21,531.42,Product Quality
R000679,O007786,2026-05-06,73.47,Damaged Item
R000680,O007793,2026-07-10,1461.19,Product Quality
R000681,O007832,2026-06-29,681.08,Damaged Item
R000682,O007834,2026-06-05,825.69,Damaged Item
R000683,O007852,2026-06-14,746.07,Damaged Item
R000684,O007876,2025-08-15,1029.41,Wrong Item
R000685,O007892,2026-03-05,130.37,Product Quality
R000686,O007895,2026-06-09,781.06,Product Quality
R000687,O007896,2026-07-09,208.65,Damaged Item
R000688,O007899,2026-06-30,860.7,Late Delivery
R000689,O007904,2026-04-03,78.71,Damaged Item
R000690,O007936,2026-02-02,283.78,Wrong Item
R000691,O007947,2026-05-14,654.7,Damaged Item
R000692,O007988,2026-02-01,110.82,Product Quality
R000693,O008006,2026-02-21,939.94,Wrong Item
R000694,O008025,2025-05-13,767.73,Damaged Item
R000695,O008029,2026-04-14,30.83,Product Quality
R000696,O008057,2026-04-01,83.88,Wrong Item
R000697,O008100,2026-07-27,409.88,Wrong Item
R000698,O008106,2025-08-30,332.4,Product Quality
R000699,O008116,2025-07-22,1303.24,Late Delivery
R000700,O008127,2026-07-26,538.7,Changed Mind
R000701,O008134,2025-11-04,953.29,Product Quality
R000702,O008137,2025-04-23,134.66,Damaged Item
R000703,O008153,2026-05-06,1618.77,Product Quality
R000704,O008157,2026-01-13,27.55,Late Delivery
R000705,O008167,2026-05-14,56.54,Changed Mind
R000706,O008185,2026-08-21,99.78,Late Delivery
R000707,O008198,2026-05-06,505.89,Late Delivery
R000708,O008202,2026-07-05,208.38,Late Delivery
R000709,O008221,2026-02-26,342.69,Product Quality
R000710,O008224,2026-04-12,14.36,Late Delivery
R000711,O008229,2026-08-04,219.26,Late Delivery
R000712,O008240,2026-06-15,110.56,Changed Mind
R000713,O008247,2026-05-22,412.88,Late Delivery
R000714,O008251,2025-09-04,202.46,Product Quality
R000715,O008254,2025-10-01,12.26,Product Quality
R000716,O008261,2025-07-02,764.99,Late Delivery
R000717,O008264,2026-02-06,548.18,Late Delivery
R000718,O008265,2026-09-03,13.98,Product Quality
R000719,O008269,2025-10-05,380.69,Damaged Item
R000720,O008285,2026-03-23,72.97,Damaged Item
R000721,O008295,2026-03-28,445.24,Changed Mind
R000722,O008303,2026-03-19,116.84,Wrong Item
R000723,O008307,2026-01-12,104.24,Changed Mind
R000724,O008308,2026-06-17,769.91,Changed Mind
R000725,O008316,2026-07-22,265.86,Changed Mind
R000726,O008339,2026-05-27,338.0,Product Quality
R000727,O008357,2025-08-04,1116.52,Late Delivery
R000728,O008370,2026-08-16,354.52,Damaged Item
R000729,O008373,2026-03-09,287.72,Damaged Item
R000730,O008433,2026-08-18,409.66,Wrong Item
R000731,O008436,2026-05-18,407.85,Damaged Item
R000732,O008444,2026-07-30,711.0,Changed Mind
R000733,O008450,2026-05-06,121.73,Damaged Item
R000734,O008453,2026-08-05,295.96,Damaged Item
R000735,O008457,2026-03-15,104.78,Damaged Item
R000736,O008467,2026-08-05,65.54,Product Quality
R000737,O008475,2026-02-03,563.76,Damaged Item
R000738,O008534,2026-01-07,425.23,Late Delivery
R000739,O008545,2026-08-25,140.83,Wrong Item
R000740,O008551,2025-05-31,752.51,Damaged Item
R000741,O008552,2026-03-29,15.84,Changed Mind
R000742,O008570,2025-11-25,814.18,Damaged Item
R000743,O008590,2026-07-15,596.23,Wrong Item
R000744,O008602,2026-08-25,776.85,Product Quality
R000745,O008612,2026-05-09,179.43,Wrong Item
R000746,O008637,2026-07-27,342.08,Product Quality
R000747,O008647,2026-09-01,184.98,Late Delivery
R000748,O008653,2026-07-06,27.63,Wrong Item
R000749,O008660,2026-03-06,1200.38,Wrong Item
R000750,O008664,2025-11-02,1339.93,Wrong Item
R000751,O008673,2026-01-10,1888.09,Product Quality
R000752,O008710,2026-01-30,190.93,Late Delivery
R000753,O008723,2026-02-15,151.4,Damaged Item
R000754,O008724,2026-06-16,66.31,Wrong Item
R000755,O008759,2026-01-24,302.72,Late Delivery
R000756,O008778,2026-04-14,39.9,Changed Mind
R000757,O008785,2026-06-27,708.4,Product Quality
R000758,O008794,2026-02-18,309.56,Damaged Item
R000759,O008795,2026-04-08,386.81,Wrong Item
R000760,O008816,2026-06-12,2389.14,Product Quality
R000761,O008821,2026-05-06,317.4,Damaged Item
R000762,O008825,2025-05-26,911.91,Late Delivery
R000763,O008826,2025-11-03,65.98,Changed Mind
R000764,O008833,2026-08-03,537.32,Damaged Item
R000765,O008846,2025-12-18,1250.62,Late Delivery
R000766,O008847,2026-08-22,666.81,Changed Mind
R000767,O008850,2025-04-24,134.07,Product Quality
R000768,O008887,2026-02-03,5.8,Changed Mind
R000769,O008888,2026-03-04,926.46,Damaged Item
R000770,O008890,2025-09-07,703.79,Product Quality
R000771,O008892,2025-10-23,54.22,Late Delivery
R000772,O008894,2025-05-10,194.21,Wrong Item
R000773,O008900,2026-07-22,76.61,Product Quality
R000774,O008960,2026-03-02,433.89,Late Delivery
R000775,O008965,2025-04-06,18.76,Wrong Item
R000776,O008970,2026-03-09,1021.3,Product Quality
R000777,O009017,2025-10-08,736.82,Product Quality
R000778,O009020,2026-02-04,755.26,Product Quality
R000779,O009030,2026-08-23,339.21,Late Delivery
R000780,O009041,2026-07-17,6.01,Product Quality
R000781,O009047,2026-05-27,172.6,Late Delivery
R000782,O009051,2026-02-22,487.31,Damaged Item
R000783,O009085,2026-05-17,1001.48,Product Quality
R000784,O009094,2026-07-04,1494.72,Changed Mind
R000785,O009101,2025-07-29,1019.17,Product Quality
R000786,O009107,2025-11-19,992.3,Late Delivery
R000787,O009111,2026-04-02,3480.96,Damaged Item
R000788,O009115,2026-05-04,380.4,Changed Mind
R000789,O009118,2025-11-29,725.28,Changed Mind
R000790,O009129,2026-08-13,190.82,Late Delivery
R000791,O009138,2026-02-14,976.89,Late Delivery
R000792,O009144,2026-04-27,106.11,Changed Mind
R000793,O009145,2026-01-20,1394.69,Product Quality
R000794,O009158,2026-02-27,143.87,Damaged Item
R000795,O009164,2025-12-31,374.2,Product Quality
R000796,O009170,2026-02-05,650.71,Product Quality
R000797,O009175,2026-08-03,519.49,Product Quality
R000798,O009176,2026-03-04,768.34,Changed Mind
R000799,O009178,2026-05-18,317.01,Late Delivery
R000800,O009201,2025-05-10,1863.05,Changed Mind
R000801,O009203,2026-06-10,239.56,Product Quality
R000802,O009217,2025-10-17,310.99,Late Delivery
R000803,O009221,2026-03-25,324.3,Late Delivery
R000804,O009231,2026-05-12,636.62,Wrong Item
R000805,O009236,2026-06-24,898.44,Product Quality
R000806,O009239,2026-01-07,140.1,Damaged Item
R000807,O009252,2026-05-01,276.27,Changed Mind
R000808,O009257,2026-08-18,316.83,Late Delivery
R000809,O009258,2026-03-15,700.47,Damaged Item
R000810,O009260,2026-03-27,401.06,Product Quality
R000811,O009276,2025-06-19,117.34,Changed Mind
R000812,O009286,2026-04-10,930.88,Wrong Item
R000813,O009293,2025-05-29,612.02,Damaged Item
R000814,O009303,2026-04-29,105.44,Product Quality
R000815,O009304,2026-02-10,198.38,Damaged Item
R000816,O009316,2025-12-03,29.26,Damaged Item
R000817,O009331,2025-12-09,909.06,Late Delivery
R000818,O009359,2026-05-31,1389.08,Late Delivery
R000819,O009369,2026-03-10,15.62,Product Quality
R000820,O009384,2025-06-06,469.97,Wrong Item
R000821,O009397,2026-02-06,699.81,Product Quality
R000822,O009399,2026-02-13,73.01,Late Delivery
R000823,O009405,2025-06-20,652.9,Late Delivery
R000824,O009408,2026-02-05,547.4,Changed Mind
R000825,O009430,2025-07-19,850.3,Changed Mind
R000826,O009442,2026-05-13,637.91,Damaged Item
R000827,O009446,2025-12-11,505.52,Late Delivery
R000828,O009453,2026-07-06,2178.38,Product Quality
R000829,O009472,2026-05-27,645.1,Product Quality
R000830,O009483,2026-03-16,6.92,Product Quality
R000831,O009495,2025-10-25,202.46,Late Delivery
R000832,O009503,2026-04-17,588.47,Damaged Item
R000833,O009557,2026-07-28,179.73,Late Delivery
R000834,O009559,2026-08-12,1542.03,Changed Mind
R000835,O009562,2025-02-04,129.96,Late Delivery
R000836,O009568,2026-04-27,156.28,Damaged Item
R000837,O009571,2026-04-25,310.47,Damaged Item
R000838,O009573,2026-02-27,4.06,Wrong Item
R000839,O009582,2026-06-29,1033.75,Damaged Item
R000840,O009601,2026-07-26,924.12,Product Quality
R000841,O009636,2026-02-02,955.86,Damaged Item
R000842,O009640,2026-07-21,576.96,Changed Mind
R000843,O009663,2026-06-10,54.71,Product Quality
R000844,O009674,2026-01-29,1938.1,Late Delivery
R000845,O009679,2026-06-13,566.76,Late Delivery
R000846,O009692,2025-12-10,56.22,Late Delivery
R000847,O009706,2026-06-21,1095.57,Wrong Item
R000848,O009707,2025-10-23,28.98,Late Delivery
R000849,O009737,2026-02-27,369.92,Product Quality
R000850,O009763,2026-09-01,164.37,Product Quality
R000851,O009766,2025-11-08,1477.8,Product Quality
R000852,O009785,2026-08-21,21.22,Damaged Item
R000853,O009791,2025-10-18,196.75,Late Delivery
R000854,O009799,2025-12-07,868.31,Product Quality
R000855,O009810,2026-07-01,354.2,Product Quality
R000856,O009813,2026-01-07,551.48,Changed Mind
R000857,O009814,2026-06-29,387.32,Late Delivery
R000858,O009821,2026-04-14,1155.49,Damaged Item
R000859,O009827,2025-09-08,239.56,Changed Mind
R000860,O009835,2026-06-14,808.88,Product Quality
R000861,O009847,2026-01-11,54.4,Product Quality
R000862,O009851,2026-07-02,135.58,Late Delivery
R000863,O009857,2026-07-16,504.26,Changed Mind
R000864,O009863,2025-12-16,258.05,Late Delivery
R000865,O009867,2025-11-03,1127.15,Changed Mind
R000866,O009875,2026-06-27,1646.75,Changed Mind
R000867,O009896,2025-04-22,323.15,Late Delivery
R000868,O009905,2026-08-31,241.58,Wrong Item
R000869,O009917,2026-07-04,809.96,Damaged Item
R000870,O009930,2025-06-26,1007.15,Product Quality
R000871,O009936,2025-10-02,183.36,Damaged Item
R000872,O009937,2026-02-28,37.63,Damaged Item
R000873,O009940,2025-11-25,14.44,Changed Mind
R000874,O009941,2026-06-02,153.8,Changed Mind
R000875,O009943,2026-04-03,789.95,Product Quality
R000876,O009945,2026-08-14,723.49,Late Delivery
R000877,O009957,2026-02-17,343.31,Damaged Item
R000878,O009962,2026-08-09,65.38,Damaged Item
R000879,O009981,2026-03-19,500.9,Damaged Item
R000880,O009983,2025-08-10,769.12,Product Quality
R000881,O009987,2026-03-30,775.82,Product Quality
