order_id,customer_id,order_date,status,discount_amount
O002660,C01162,2026-06-17,Completed,5
O002661,C00983,2025-11-18,Completed,5
O002662,C01016,2026-06-12,Completed,15
O002663,C00320,2025-12-30,Completed,0
O002664,C00931,2025-12-22,Completed,0
O002665,C01985,2026-05-16,Completed,20
O002666,C01775,2026-08-06,Cancelled,0
O002667,C00480,2026-07-20,Completed,0
O002668,C00845,2026-01-19,Cancelled,10
O002669,C00484,2026-03-31,Completed,0
O002670,C01849,2026-02-03,Completed,0
O002671,C01389,2026-02-04,Completed,15
O002672,C00611,2026-04-09,Completed,15
O002673,C00917,2026-05-06,Cancelled,5
O002674,C00099,2025-10-17,Completed,0
O002675,C01425,2025-11-01,Completed,5
O002676,C01303,2026-08-14,Completed,5
O002677,C00744,2026-07-07,Completed,15
O002678,C01084,2026-03-17,Completed,20
O002679,C01164,2026-06-10,Completed,15
O002680,C01949,2025-10-21,Completed,0
O002681,C00076,2026-01-29,Completed,5
O002682,C00190,2026-05-27,Completed,0
O002683,C01743,2026-05-12,Completed,10
O002684,C01356,2025-07-07,Completed,0
O002685,C01390,2026-01-13,Completed,0
O002686,C00245,2026-07-28,Completed,0
O002687,C00214,2025-07-30,Completed,10
O002688,C01549,2026-03-17,Completed,5
O002689,C00784,2026-08-03,Completed,0
O002690,C00428,2025-11-23,Completed,0
O002691,C00319,2025-11-04,Completed,30
O002692,C00321,2026-02-21,Completed,0
O002693,C00454,2025-06-07,Completed,5
O002694,C00540,2026-05-31,Completed,0
O002695,C00490,2026-07-29,Completed,10
O002696,C00385,2026-07-23,Completed,5
O002697,C01898,2026-06-06,Completed,0
O002698,C00718,2026-06-07,Completed,0
O002699,C00228,2026-07-20,Cancelled,15
O002700,C00878,2026-05-31,Completed,5
O002701,C01983,2026-06-28,Completed,10
O002702,C00356,2026-02-08,Completed,0
O002703,C01352,2026-05-01,Completed,0
O002704,C00102,2025-08-25,Completed,20
O002705,C01086,2026-03-23,Completed,5
O002706,C01219,2026-04-15,Completed,10
O002707,C01480,2026-07-23,Cancelled,10
O002708,C01648,2026-05-21,Completed,20
O002709,C01783,2026-06-27,Completed,10
O002710,C01274,2026-01-20,Completed,0
O002711,C00797,2026-04-20,Completed,0
O002712,C00963,2025-10-14,Completed,10
O002713,C00373,2026-07-13,Completed,10
O002714,C00647,2026-02-14,Completed,15
O002715,C01398,2025-12-29,Completed,0
O002716,C01897,2026-01-25,Completed,10
O002717,C00132,2026-02-23,Completed,20
O002718,C01150,2026-06-21,Completed,30
O002719,C00744,2026-05-13,Completed,5
O002720,C00744,2026-08-13,Completed,0
O002721,C00829,2025-08-12,Completed,15
O002722,C00333,2026-03-02,Completed,10
O002723,C00219,2026-07-18,Cancelled,5
O002724,C00141,2026-04-03,Completed,30
O002725,C00110,2026-04-20,Completed,20
O002726,C01994,2025-12-22,Completed,5
O002727,C01070,2026-04-13,Completed,10
O002728,C01460,2026-04-23,Cancelled,30
O002729,C01189,2026-02-10,Completed,5
O002730,C01538,2026-02-01,Completed,20
O002731,C01873,2025-12-14,Completed,5
O002732,C01303,2026-04-08,Completed,0
O002733,C00299,2026-07-06,Completed,5
O002734,C00031,2025-05-07,Completed,0
O002735,C00827,2026-03-05,Completed,0
O002736,C01287,2026-01-25,Completed,0
O002737,C00728,2025-08-16,Completed,0
O002738,C00855,2026-06-16,Completed,30
O002739,C00300,2025-04-03,Completed,0
O002740,C00156,2026-07-04,Completed,0
O002741,C01552,2026-07-04,Completed,0
O002742,C01364,2026-05-16,Completed,5
O002743,C00585,2026-05-14,Completed,20
O002744,C00309,2025-04-29,Completed,0
O002745,C00916,2025-10-15,Completed,20
O002746,C01474,2025-09-06,Completed,0
O002747,C00052,2025-12-10,Completed,10
O002748,C00310,2025-11-03,Cancelled,5
O002749,C01787,2026-06-23,Completed,5
O002750,C01523,2026-07-10,Completed,15
O002751,C00534,2026-05-14,Completed,10
O002752,C00231,2026-02-10,Completed,15
O002753,C00278,2026-04-28,Completed,10
O002754,C00748,2026-05-18,Completed,15
O002755,C00055,2026-06-14,Completed,0
O002756,C01306,2026-06-20,Completed,0
O002757,C00808,2025-12-01,Completed,15
O002758,C01866,2025-12-15,Completed,10
O002759,C01269,2026-01-11,Cancelled,0
O002760,C00794,2025-09-27,Completed,20
O002761,C01716,2025-03-04,Completed,10
O002762,C00892,2026-06-14,Completed,5
O002763,C01816,2026-05-19,Completed,5
O002764,C01750,2025-09-03,Completed,0
O002765,C00192,2026-02-02,Completed,0
O002766,C01182,2026-06-02,Completed,0
O002767,C01359,2026-01-07,Completed,20
O002768,C01492,2026-05-03,Completed,0
O002769,C00212,2025-12-14,Completed,5
O002770,C00246,2026-04-10,Completed,10
O002771,C01614,2026-08-02,Completed,0
O002772,C00606,2026-08-08,Completed,5
O002773,C01978,2026-07-27,Completed,5
O002774,C00707,2025-12-25,Completed,20
O002775,C01845,2025-09-16,Completed,5
O002776,C01335,2025-11-23,Cancelled,30
O002777,C01168,2026-06-23,Completed,20
O002778,C00197,2026-02-25,Completed,10
O002779,C01516,2025-09-25,Completed,0
O002780,C01045,2026-04-19,Completed,5
O002781,C00111,2026-01-11,Completed,15
O002782,C00434,2026-04-09,Completed,15
O002783,C00988,2026-05-04,Completed,5
O002784,C00727,2026-03-30,Completed,0
O002785,C00149,2026-05-07,Completed,30
O002786,C01245,2025-12-12,Completed,0
O002787,C01498,2026-05-04,Completed,20
O002788,C01177,2026-08-05,Completed,0
O002789,C01343,2025-06-11,Completed,5
O002790,C00076,2026-04-25,Completed,15
O002791,C01799,2026-03-15,Completed,20
O002792,C00360,2026-03-27,Completed,0
O002793,C00678,2026-08-02,Completed,10
O002794,C00204,2026-08-04,Completed,10
O002795,C00924,2026-07-08,Completed,15
O002796,C00356,2026-02-24,Completed,0
O002797,C01747,2026-03-29,Completed,5
O002798,C01569,2025-11-05,Cancelled,0
O002799,C00380,2025-08-03,Completed,20
O002800,C00539,2025-11-03,Completed,10
O002801,C01774,2026-03-24,Completed,5
O002802,C00610,2026-07-22,Completed,0
O002803,C00705,2026-05-28,Completed,0
O002804,C00010,2026-04-13,Cancelled,10
O002805,C01891,2025-11-14,Completed,20
O002806,C01659,2026-01-09,Completed,5
O002807,C00161,2025-11-17,Completed,5
O002808,C01675,2025-11-03,Completed,0
O002809,C01110,2026-04-14,Completed,10
O002810,C01793,2025-09-09,Completed,5
O002811,C00567,2026-07-28,Completed,5
O002812,C00675,2026-07-04,Completed,0
O002813,C01424,2026-04-29,Completed,20
O002814,C00442,2026-01-28,Completed,0
O002815,C01221,2026-08-02,Completed,0
O002816,C01184,2025-07-19,Completed,10
O002817,C00929,2026-05-30,Completed,5
O002818,C01333,2026-04-26,Completed,0
O002819,C01806,2026-06-09,Completed,0
O002820,C00016,2026-04-09,Completed,20
O002821,C01032,2026-07-04,Completed,20
O002822,C01860,2025-11-25,Completed,0
O002823,C01391,2026-07-09,Completed,10
O002824,C00902,2025-09-21,Completed,10
O002825,C01624,2026-01-11,Completed,0
O002826,C00576,2025-10-15,Completed,0
O002827,C01255,2026-03-11,Completed,0
O002828,C01677,2026-07-15,Completed,20
O002829,C00156,2025-12-05,Completed,0
O002830,C00930,2026-01-27,Completed,20
O002831,C01622,2026-01-08,Completed,5
O002832,C01482,2026-05-20,Completed,10
O002833,C01382,2026-06-17,Completed,5
O002834,C01792,2025-10-18,Completed,0
O002835,C00547,2026-01-14,Completed,10
O002836,C00865,2026-01-20,Cancelled,20
O002837,C01779,2025-08-19,Completed,10
O002838,C00111,2026-06-01,Completed,0
O002839,C00770,2026-06-24,Completed,0
O002840,C00846,2026-03-18,Cancelled,10
O002841,C00965,2025-04-25,Completed,15
O002842,C01573,2025-07-27,Cancelled,20
O002843,C01370,2026-06-03,Completed,10
O002844,C01761,2026-07-12,Completed,0
O002845,C01695,2025-07-27,Completed,15
O002846,C00557,2025-06-13,Completed,5
O002847,C00499,2025-12-31,Completed,10
O002848,C01913,2026-03-23,Completed,5
O002849,C00640,2025-10-15,Completed,0
O002850,C01751,2026-05-10,Completed,10
O002851,C01244,2026-04-05,Completed,5
O002852,C01090,2025-08-23,Completed,5
O002853,C00615,2026-08-09,Cancelled,10
O002854,C01406,2026-03-10,Completed,0
O002855,C01405,2025-06-25,Completed,10
O002856,C01623,2026-02-27,Completed,0
O002857,C01458,2026-02-17,Completed,5
O002858,C00164,2026-06-15,Completed,15
O002859,C01219,2026-05-12,Completed,0
O002860,C01024,2026-06-02,Completed,20
O002861,C00565,2025-09-06,Completed,5
O002862,C00031,2025-08-17,Completed,0
O002863,C00381,2025-10-21,Cancelled,20
O002864,C01095,2025-08-24,Completed,0
O002865,C01912,2026-07-06,Completed,15
O002866,C00291,2026-01-27,Completed,10
O002867,C01907,2026-04-24,Completed,0
O002868,C00042,2026-04-26,Completed,10
O002869,C00069,2025-06-18,Completed,30
O002870,C01403,2026-01-12,Completed,30
O002871,C00063,2026-01-23,Completed,15
O002872,C01489,2025-08-07,Completed,0
O002873,C00934,2026-06-01,Completed,0
O002874,C00174,2026-06-01,Completed,10
O002875,C00434,2026-08-06,Completed,0
O002876,C00596,2026-07-06,Completed,5
O002877,C00044,2025-11-02,Completed,0
O002878,C01180,2026-06-21,Completed,5
O002879,C00214,2025-03-31,Completed,20
O002880,C00664,2025-10-23,Completed,10
O002881,C00228,2026-08-17,Completed,0
O002882,C00162,2026-04-18,Completed,5
O002883,C00801,2025-11-20,Completed,0
O002884,C01941,2026-04-25,Cancelled,5
O002885,C01464,2026-01-12,Completed,10
O002886,C01601,2026-05-29,Completed,0
O002887,C00797,2026-05-13,Completed,10
O002888,C01689,2026-08-12,Completed,5
O002889,C00961,2026-07-21,Completed,0
O002890,C01762,2025-07-26,Completed,20
O002891,C01181,2026-05-31,Completed,10
O002892,C00875,2026-07-18,Completed,0
O002893,C01971,2026-06-08,Completed,0
O002894,C01817,2026-06-23,Completed,15
O002895,C01649,2026-05-08,Completed,20
O002896,C00134,2026-03-08,Completed,10
O002897,C00681,2026-06-04,Completed,5
O002898,C00949,2026-06-29,Completed,20
O002899,C00194,2026-05-27,Completed,15
O002900,C00216,2026-04-29,Completed,10
O002901,C00471,2026-08-06,Completed,0
O002902,C01784,2026-07-24,Completed,5
O002903,C00947,2025-06-20,Completed,10
O002904,C01062,2026-01-23,Completed,0
O002905,C01950,2026-02-22,Completed,5
O002906,C00151,2025-11-23,Completed,5
O002907,C01943,2026-08-18,Completed,0
O002908,C00782,2025-07-14,Completed,10
O002909,C00691,2026-05-26,Completed,0
O002910,C01328,2025-06-14,Completed,0
O002911,C00650,2026-04-09,Completed,10
O002912,C01924,2025-07-31,Completed,20
O002913,C01913,2026-06-22,Cancelled,15
O002914,C00379,2026-03-19,Completed,0
O002915,C00485,2026-05-24,Completed,0
O002916,C00565,2026-02-07,Completed,15
O002917,C01293,2026-08-05,Completed,5
O002918,C00173,2026-03-27,Completed,10
O002919,C01611,2026-07-11,Completed,0
O002920,C00161,2025-10-01,Completed,15
O002921,C00640,2025-04-17,Completed,5
O002922,C00202,2025-05-01,Completed,10
O002923,C00472,2026-07-23,Completed,0
O002924,C01401,2025-06-29,Completed,5
O002925,C01747,2026-06-29,Completed,5
O002926,C01932,2026-05-02,Completed,0
O002927,C01156,2026-06-08,Completed,20
O002928,C01329,2025-08-29,Completed,20
O002929,C00277,2026-01-13,Completed,0
O002930,C01820,2026-08-05,Completed,10
O002931,C00308,2025-10-24,Completed,0
O002932,C01620,2026-03-20,Completed,0
O002933,C01979,2025-12-22,Completed,5
O002934,C01184,2025-10-20,Completed,5
O002935,C00865,2026-05-26,Completed,20
O002936,C01864,2026-07-17,Completed,0
O002937,C00788,2026-04-07,Completed,15
O002938,C00812,2025-06-10,Completed,15
O002939,C00730,2026-06-12,Completed,10
O002940,C00375,2026-03-24,Completed,0
O002941,C01574,2026-05-05,Completed,0
O002942,C00226,2026-04-13,Completed,15
O002943,C01339,2025-09-11,Completed,0
O002944,C01849,2026-05-29,Completed,0
O002945,C01800,2025-05-04,Completed,0
O002946,C01778,2025-03-24,Completed,10
O002947,C00905,2026-01-09,Completed,5
O002948,C01288,2026-04-09,Completed,5
O002949,C01333,2026-05-15,Completed,20
O002950,C00950,2026-06-29,Completed,10
O002951,C00369,2025-07-21,Completed,10
O002952,C01047,2025-11-15,Completed,0
O002953,C01625,2025-09-01,Completed,20
O002954,C01931,2026-02-04,Completed,0
O002955,C01241,2026-04-11,Cancelled,0
O002956,C00745,2026-02-25,Completed,10
O002957,C00622,2025-07-14,Completed,0
O002958,C00575,2026-07-29,Completed,30
O002959,C01735,2026-06-04,Completed,15
O002960,C01739,2026-07-16,Completed,0
O002961,C00389,2026-04-30,Cancelled,20
O002962,C00714,2025-12-16,Completed,10
O002963,C00724,2025-08-19,Completed,10
O002964,C00265,2025-04-07,Completed,0
O002965,C00232,2026-03-08,Completed,5
O002966,C01427,2026-07-11,Completed,5
O002967,C00555,2026-02-16,Completed,0
O002968,C00391,2025-12-26,Completed,0
O002969,C00482,2026-02-28,Completed,0
O002970,C01582,2026-08-01,Completed,5
O002971,C01371,2025-10-09,Completed,15
O002972,C01512,2025-10-29,Completed,5
O002973,C00344,2026-06-23,Completed,0
O002974,C00924,2026-05-10,Completed,0
O002975,C00673,2026-08-05,Completed,10
O002976,C00727,2026-07-05,Completed,5
O002977,C01124,2025-12-23,Completed,0
O002978,C01410,2026-06-15,Completed,10
O002979,C00642,2025-10-13,Completed,0
O002980,C00513,2026-01-01,Completed,15
O002981,C00734,2026-06-06,Completed,30
O002982,C00141,2026-07-10,Completed,0
O002983,C01976,2026-05-17,Completed,10
O002984,C01447,2026-04-19,Completed,15
O002985,C00169,2025-12-03,Completed,30
O002986,C01371,2025-08-14,Completed,5
O002987,C00057,2026-05-27,Completed,15
O002988,C00501,2026-06-28,Completed,5
O002989,C01402,2026-04-10,Completed,10
O002990,C00813,2026-05-09,Completed,20
O002991,C01747,2026-06-16,Completed,0
O002992,C01532,2026-01-11,Completed,10
O002993,C01025,2025-03-16,Completed,20
O002994,C00900,2026-06-04,Completed,0
O002995,C01585,2025-10-21,Completed,10
O002996,C01798,2025-09-17,Completed,0
O002997,C01857,2025-07-25,Completed,15
O002998,C01579,2025-08-29,Completed,0
O002999,C01540,2026-07-16,Completed,0
O003000,C01197,2025-07-24,Completed,0
O003001,C01810,2026-08-13,Completed,10
O003002,C00798,2026-04-07,Completed,0
O003003,C01595,2026-06-30,Completed,10
O003004,C01590,2026-06-24,Completed,15
O003005,C01944,2026-02-25,Completed,0
O003006,C00834,2025-11-25,Completed,0
O003007,C01619,2026-08-06,Cancelled,0
O003008,C01575,2025-12-30,Completed,10
O003009,C01784,2025-06-29,Completed,10
O003010,C00849,2025-04-05,Completed,10
O003011,C00880,2026-04-08,Completed,10
O003012,C00054,2025-07-04,Completed,0
O003013,C00883,2026-05-24,Completed,0
O003014,C00176,2025-08-05,Completed,5
O003015,C00531,2026-08-09,Completed,10
O003016,C01221,2026-06-30,Completed,20
O003017,C00302,2026-01-14,Completed,0
O003018,C00573,2025-09-13,Completed,15
O003019,C01698,2026-07-14,Completed,5
O003020,C00409,2026-08-01,Completed,0
O003021,C00617,2026-01-12,Completed,5
O003022,C01263,2026-06-28,Completed,5
O003023,C01230,2026-02-20,Completed,5
O003024,C00626,2025-04-27,Completed,10
O003025,C00832,2026-04-13,Completed,20
O003026,C01166,2026-04-11,Completed,5
O003027,C01551,2026-02-16,Completed,10
O003028,C00009,2026-07-16,Completed,0
O003029,C00569,2026-08-11,Completed,15
O003030,C00579,2025-10-09,Completed,20
O003031,C01724,2026-08-05,Completed,5
O003032,C01207,2026-01-18,Completed,0
O003033,C01937,2026-02-21,Completed,10
O003034,C01934,2025-06-25,Completed,10
O003035,C00640,2025-08-16,Completed,0
O003036,C00346,2026-04-17,Completed,10
O003037,C01495,2026-04-19,Completed,0
O003038,C01863,2026-03-20,Completed,20
O003039,C00464,2026-04-16,Completed,10
O003040,C01307,2025-12-28,Completed,10
O003041,C01016,2026-03-24,Completed,0
O003042,C00258,2026-07-07,Completed,10
O003043,C00904,2025-10-22,Completed,20
O003044,C01381,2026-01-22,Completed,5
O003045,C01942,2026-05-20,Completed,5
O003046,C00702,2026-07-21,Completed,0
O003047,C01561,2026-05-23,Completed,0
O003048,C01810,2026-04-27,Completed,10
O003049,C00433,2026-07-19,Completed,10
O003050,C01904,2025-10-14,Completed,0
O003051,C01510,2026-07-13,Completed,10
O003052,C01147,2026-06-06,Completed,0
O003053,C00551,2026-07-01,Completed,0
O003054,C00833,2025-11-10,Completed,10
O003055,C01439,2026-04-05,Completed,0
O003056,C00815,2026-05-24,Completed,0
O003057,C00525,2026-08-17,Completed,10
O003058,C00233,2026-01-13,Completed,0
O003059,C00961,2025-07-31,Completed,5
O003060,C01505,2026-03-26,Completed,0
O003061,C01860,2025-12-30,Completed,0
O003062,C01485,2026-02-20,Completed,0
O003063,C00691,2026-03-25,Completed,5
O003064,C01649,2026-06-25,Cancelled,0
O003065,C01138,2025-07-06,Completed,0
O003066,C01275,2025-12-10,Completed,20
O003067,C01086,2026-03-30,Completed,15
O003068,C00330,2025-07-01,Completed,10
O003069,C00813,2026-06-02,Completed,0
O003070,C00892,2026-03-27,Completed,0
O003071,C00269,2026-08-19,Completed,5
O003072,C01569,2026-04-24,Completed,0
O003073,C00792,2026-07-11,Completed,5
O003074,C01589,2025-09-13,Completed,0
O003075,C00924,2026-07-12,Completed,5
O003076,C01492,2026-02-07,Completed,0
O003077,C01200,2026-08-06,Completed,0
O003078,C01074,2025-10-04,Completed,5
O003079,C01700,2026-06-14,Completed,15
O003080,C01709,2025-05-11,Completed,10
O003081,C01857,2025-04-07,Completed,0
O003082,C00870,2026-05-23,Completed,0
O003083,C00409,2026-04-06,Cancelled,0
O003084,C00173,2026-01-27,Completed,0
O003085,C00858,2026-01-05,Completed,0
O003086,C01106,2025-10-08,Completed,5
O003087,C00226,2026-06-16,Completed,15
O003088,C01301,2025-12-31,Completed,0
O003089,C01906,2026-06-28,Completed,20
O003090,C00245,2026-05-06,Completed,0
O003091,C00507,2025-12-27,Completed,20
O003092,C01832,2026-01-30,Cancelled,0
O003093,C01497,2025-11-29,Completed,10
O003094,C00930,2025-10-04,Completed,0
O003095,C01452,2026-01-20,Completed,0
O003096,C00752,2026-07-13,Completed,0
O003097,C00666,2026-01-25,Completed,0
O003098,C00554,2026-03-09,Completed,0
O003099,C00150,2025-09-10,Completed,10
O003100,C01937,2026-02-10,Cancelled,0
O003101,C01085,2026-02-05,Completed,10
O003102,C00007,2026-06-09,Completed,10
O003103,C01936,2026-08-11,Completed,0
O003104,C00606,2026-07-01,Completed,0
O003105,C01153,2026-08-01,Completed,20
O003106,C01764,2026-05-04,Completed,30
O003107,C00066,2026-06-09,Completed,30
O003108,C01602,2026-07-06,Completed,0
O003109,C01524,2026-06-02,Completed,0
O003110,C01722,2026-02-21,Completed,30
O003111,C01376,2026-08-03,Completed,30
O003112,C01325,2026-03-03,Completed,30
O003113,C00032,2025-05-07,Completed,10
O003114,C01091,2025-11-12,Completed,10
O003115,C00643,2026-06-14,Completed,20
O003116,C00239,2026-03-11,Completed,20
O003117,C00476,2026-03-29,Completed,5
O003118,C01927,2026-05-25,Completed,10
O003119,C00802,2026-02-13,Completed,20
O003120,C00142,2025-08-24,Completed,5
O003121,C01875,2026-05-23,Completed,0
O003122,C01874,2026-05-23,Completed,15
O003123,C00210,2025-09-03,Completed,0
O003124,C00981,2025-11-10,Completed,30
O003125,C01884,2026-05-21,Completed,5
O003126,C01050,2026-07-29,Completed,5
O003127,C01154,2026-08-04,Completed,20
O003128,C01740,2025-12-15,Completed,0
O003129,C01740,2025-08-03,Completed,20
O003130,C00699,2026-07-02,Completed,0
O003131,C00875,2025-08-11,Completed,0
O003132,C01546,2026-08-14,Cancelled,0
O003133,C00592,2026-07-04,Completed,0
O003134,C00390,2026-05-04,Cancelled,10
O003135,C01071,2026-02-03,Completed,20
O003136,C01690,2026-06-16,Completed,10
O003137,C00795,2026-03-12,Completed,0
O003138,C00103,2026-02-15,Completed,10
O003139,C00119,2025-03-18,Completed,10
O003140,C01390,2026-07-13,Completed,15
O003141,C00435,2026-08-18,Completed,10
O003142,C00752,2026-07-10,Completed,5
O003143,C00318,2026-07-01,Completed,0
O003144,C01856,2026-04-12,Completed,15
O003145,C00739,2026-05-30,Completed,0
O003146,C00744,2026-04-12,Completed,5
O003147,C00090,2025-11-19,Completed,0
O003148,C01649,2026-04-15,Completed,0
O003149,C00351,2026-05-01,Cancelled,10
O003150,C01550,2026-03-14,Completed,5
O003151,C01120,2026-05-11,Completed,0
O003152,C01690,2026-01-11,Completed,30
O003153,C00523,2025-12-15,Completed,30
O003154,C01206,2025-05-14,Completed,10
O003155,C01947,2026-02-21,Completed,0
O003156,C01386,2026-02-10,Completed,10
O003157,C01015,2025-07-14,Completed,0
O003158,C00779,2025-12-24,Completed,0
O003159,C00730,2026-07-15,Completed,0
O003160,C01153,2026-03-17,Completed,15
O003161,C00751,2026-05-25,Completed,5
O003162,C01609,2025-08-11,Completed,20
O003163,C01740,2025-08-25,Completed,20
O003164,C00629,2025-12-08,Completed,0
O003165,C00937,2026-03-09,Completed,0
O003166,C01294,2026-07-18,Cancelled,10
O003167,C00115,2026-08-02,Completed,10
O003168,C01601,2026-03-13,Completed,20
O003169,C00328,2026-01-22,Completed,10
O003170,C00808,2025-06-15,Completed,0
O003171,C00553,2025-06-11,Completed,0
O003172,C00608,2026-06-18,Completed,0
O003173,C01668,2025-10-04,Cancelled,10
O003174,C01879,2026-02-14,Completed,20
O003175,C01233,2026-02-08,Completed,5
O003176,C01425,2026-04-17,Completed,0
O003177,C00003,2025-06-13,Cancelled,15
O003178,C00004,2026-04-21,Completed,0
O003179,C00308,2026-01-10,Completed,0
O003180,C01178,2025-12-14,Completed,30
O003181,C01721,2025-12-09,Cancelled,15
O003182,C01430,2026-06-15,Completed,0
O003183,C00045,2026-07-20,Completed,10
O003184,C00661,2025-10-03,Completed,15
O003185,C01732,2026-06-06,Completed,15
O003186,C00043,2026-05-13,Completed,10
O003187,C00607,2026-02-06,Completed,20
O003188,C01639,2026-07-16,Completed,30
O003189,C00616,2026-07-25,Completed,5
O003190,C00025,2026-04-22,Completed,10
O003191,C01474,2026-03-25,Completed,20
O003192,C01758,2026-06-15,Completed,20
O003193,C01015,2025-10-29,Completed,10
O003194,C00201,2026-04-06,Completed,0
O003195,C01957,2026-03-19,Completed,15
O003196,C01233,2025-11-15,Completed,0
O003197,C00107,2025-12-16,Completed,10
O003198,C01394,2025-08-02,Completed,0
O003199,C00035,2026-07-20,Completed,0
O003200,C00727,2026-03-21,Completed,5
O003201,C01692,2026-04-26,Completed,0
O003202,C01598,2025-05-27,Completed,5
O003203,C01459,2026-07-06,Completed,0
O003204,C00036,2026-06-20,Completed,0
O003205,C01672,2026-02-14,Completed,5
O003206,C01963,2026-06-27,Completed,10
O003207,C00699,2026-07-28,Completed,15
O003208,C00425,2026-08-04,Completed,0
O003209,C02000,2026-08-03,Completed,0
O003210,C00719,2026-03-31,Completed,5
O003211,C00210,2026-08-05,Completed,5
O003212,C01652,2026-06-26,Completed,0
O003213,C00689,2026-02-05,Completed,5
O003214,C01356,2026-02-14,Completed,30
O003215,C00327,2026-02-11,Completed,0
O003216,C01991,2026-02-20,Completed,0
O003217,C01874,2026-02-16,Completed,20
O003218,C01227,2025-09-06,Completed,5
O003219,C00161,2026-07-11,Completed,0
O003220,C00225,2026-08-08,Completed,0
O003221,C01249,2026-03-17,Completed,5
O003222,C01421,2026-03-30,Completed,0
O003223,C00837,2026-02-16,Completed,5
O003224,C01860,2025-06-14,Completed,0
O003225,C00202,2026-07-29,Completed,10
O003226,C00982,2025-11-29,Completed,0
O003227,C01720,2026-04-07,Completed,30
O003228,C01722,2025-08-04,Completed,15
O003229,C00060,2026-04-19,Completed,20
O003230,C01768,2026-05-31,Completed,0
O003231,C01574,2026-04-16,Completed,0
O003232,C01498,2026-06-10,Completed,15
O003233,C01381,2026-06-17,Completed,30
O003234,C00160,2025-11-05,Completed,20
O003235,C00948,2025-09-03,Completed,0
O003236,C00302,2026-04-11,Completed,5
O003237,C01081,2025-11-10,Completed,15
O003238,C00685,2026-01-14,Completed,10
O003239,C00970,2026-07-07,Completed,10
O003240,C00767,2026-06-17,Completed,5
O003241,C00202,2025-07-09,Completed,10
O003242,C01997,2026-07-16,Completed,15
O003243,C00652,2025-05-25,Completed,5
O003244,C01154,2025-10-08,Completed,0
O003245,C01935,2026-03-19,Completed,30
O003246,C01176,2026-05-06,Completed,0
O003247,C01596,2026-04-22,Completed,15
O003248,C01790,2026-06-03,Completed,0
O003249,C00869,2026-05-07,Completed,5
O003250,C01582,2026-04-13,Completed,5
O003251,C01106,2025-09-21,Completed,0
O003252,C01847,2026-06-05,Completed,10
O003253,C01775,2026-06-29,Completed,5
O003254,C00948,2026-01-20,Completed,0
O003255,C00859,2026-04-22,Completed,0
O003256,C00884,2026-07-11,Completed,0
O003257,C01658,2025-11-04,Cancelled,10
O003258,C00956,2026-05-25,Completed,10
O003259,C00762,2026-01-16,Completed,5
O003260,C00102,2025-06-12,Completed,5
O003261,C01028,2026-03-04,Completed,20
O003262,C01938,2026-03-25,Completed,10
O003263,C00612,2026-04-09,Completed,5
O003264,C01959,2025-03-21,Completed,0
O003265,C00104,2026-03-23,Completed,0
O003266,C00555,2026-08-02,Completed,5
O003267,C00973,2026-06-23,Completed,5
O003268,C01395,2025-10-22,Completed,30
O003269,C00485,2026-06-13,Completed,0
O003270,C00849,2025-09-19,Completed,10
O003271,C01351,2026-03-15,Completed,10
O003272,C00342,2026-07-27,Completed,0
O003273,C01404,2026-07-13,Completed,5
O003274,C00042,2026-05-08,Completed,5
O003275,C00862,2026-08-14,Completed,0
O003276,C00933,2025-12-20,Completed,10
O003277,C00696,2026-03-07,Completed,15
O003278,C00867,2026-07-16,Completed,15
O003279,C01679,2025-09-26,Completed,0
O003280,C01963,2026-03-31,Completed,30
O003281,C01440,2026-08-04,Completed,0
O003282,C00646,2025-12-17,Cancelled,0
O003283,C01646,2025-12-21,Completed,0
O003284,C00240,2026-01-01,Completed,15
O003285,C00454,2026-06-08,Completed,0
O003286,C00027,2026-04-22,Completed,20
O003287,C00949,2025-04-17,Cancelled,30
O003288,C00155,2025-07-29,Completed,5
O003289,C01208,2025-10-09,Completed,10
O003290,C00122,2026-07-05,Completed,5
O003291,C01504,2025-09-20,Completed,30
O003292,C01851,2026-05-12,Cancelled,10
O003293,C01483,2026-06-08,Completed,5
O003294,C00993,2026-06-17,Completed,0
O003295,C01148,2025-04-17,Completed,0
O003296,C00154,2026-05-06,Completed,30
O003297,C01581,2026-06-16,Completed,5
O003298,C01497,2026-05-06,Completed,15
O003299,C00467,2026-04-10,Completed,0
O003300,C01519,2026-04-03,Completed,0
O003301,C00804,2026-03-14,Completed,15
O003302,C01463,2026-04-09,Completed,15
O003303,C01399,2026-06-21,Completed,15
O003304,C01361,2025-12-18,Cancelled,30
O003305,C01100,2025-08-31,Completed,0
O003306,C00055,2025-10-02,Completed,0
O003307,C01243,2026-01-03,Completed,20
O003308,C01290,2026-08-15,Completed,5
O003309,C01087,2026-07-01,Completed,15
O003310,C00307,2026-01-20,Completed,15
O003311,C00034,2026-04-02,Completed,5
O003312,C00655,2026-01-31,Completed,10
O003313,C00594,2025-06-23,Completed,15
O003314,C01808,2025-06-21,Cancelled,5
O003315,C00144,2026-01-22,Completed,5
O003316,C01195,2025-10-25,Completed,0
O003317,C00881,2025-12-09,Completed,0
O003318,C01684,2026-08-15,Completed,5
O003319,C01762,2026-06-01,Completed,0
O003320,C00675,2025-07-21,Completed,0
